Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log_x,use_lin_x,use_log_y,use_lin_y, old GN scoring @retreat,old GN comments,old CW scoring @retreat,comments_fit_CW,comments_delete_CW,comments_alternativeseries_CW,comments_transformations_CW,use_logfit_CW,use_linfit_CW,select_1.1_earegion_CW,select_1.1_allregions_CW,select_non1.1s_earegion_CW,select_non1.1s_allregions_CW,GN final scoring,use_logfit_GN,use_linfit_GN,select_1.1_earegion_GN,select_1.1_allregions_GN,select_non1.1s_earegion_GN,select_non1.1s_allregions_GN,PDF page,use_logfit_AGREE?,use_linfit_AGREE?,select_1.1_earegion_AGREE?,select_1.1_allregions_AGREE?,select_non1.1s_earegion_AGREE?,select_non1.1s_allregions_AGREE?,FINAL AGREED,use_logfit_FIN,use_linfit_FIN,select_1.1_earegion_FIN,select_1.1_allregions_FIN,select_non1.1s_earegion_FIN,select_non1.1s_allregions_FIN,Delete from working file,Unnamed: 89
non_usa_1.1Adod_m_0,Digital (non-cash) payments,United States,1.1,Adoption over Time,Individuals using internet banking (within last 3 months),%,non,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,0,0,0,0,,,0,1,n,n,y,m,m,m,m,m,m,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non_usa_3.2Adc_d188_m078,digital (non-cash) payments,US,3.2,Adopter characteristics,Share of cash and credit card payments by age group,% payments by cash (18-24 age group),non,-0.53514,-0.0023202,-0.035332,2021.1,-8.2117,0.37393,-1544.1,-1.5271e+05,71.601,0.8691,0.77092,0.032397,0.028477,-7.6366,-11.091,0.26315,0.24745,0.81741,0.74438,0.038262,0.03267,8,8,0.91892,0.35657,0.56235,8,5,1,1,1,0,0.87033,1,1,y,y,y,y,y,y,y,y,y,y,y,y,y,,,,,0,prefer as EA group,,1,1,0,0,0,1,,,,,,,,1009,,,,,,,,1,1,0,0,0,1,,
non_usa_3.2Adc_d188_m079,digital (non-cash) payments,US,3.2,Adopter characteristics,Share of cash and credit card payments by age group,% payments by cash (25-54 age group),non,-0.1386,-0.0014744,-0.026339,1943.1,-31.706,7401.7,-1544.4,-1.5268e+05,53.388,0.95517,0.92154,0.01329,0.010921,-9.8201,-14.148,0.20646,0.19668,0.92453,0.89434,0.017243,0.013716,8,8,4.0582e-05,1.6066e-05,2.4517e-05,8,7,0,0,0,0,0.83289,1,1,y,y,y,y,y,y,y,m,y,m,y,m,y,,,,,0,,,1,1,0,0,0,0,,,,,,,,1010,,,,,,,,1,1,0,0,0,0,delete,
non_usa_3.2Adc_d188_m080,digital (non-cash) payments,US,3.2,Adopter characteristics,Share of cash and credit card payments by age group,% payments by cash (55 and older age group),non,-0.19102,-0.00080375,-0.019052,2022.5,-23.006,0.44514,-1544.6,-1.5266e+05,38.758,0.86744,0.76803,0.017121,0.013619,-36.115,-50.961,0.28648,0.28259,0.86182,0.80655,0.01748,0.014009,8,8,0.76618,0.49926,0.26693,8,6,0,1,0,0,0.87299,1,1,y,y,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,,1,1,0,0,0,0,,,,,,,,1011,,,,,,,,1,1,0,0,0,0,delete,
non_usa_3.2Adc_d189_m081,digital (non-cash) payments,US,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $100,000 – $149,999)",non,-0.15379,-0.00021056,-0.012896,1949.4,-28.575,4097,2840.2,-1.5263e+05,26.134,0.80614,0.66074,0.015036,0.011406,-7.034,-10.248,0.096798,0.090573,0.74862,0.64807,0.017122,0.013704,8,8,3.6612e-05,1.1228e-05,2.5384e-05,8,7,3,0,1,1,0.78503,1,1,y,y,y,y,y,y,y,m,y,m,y,m,y,,,,,0,,,1,1,0,0,0,0,,,,,,,,1012,,,,,,,,1,1,0,0,0,0,delete,
non_usa_3.2Adc_d189_m082,digital (non-cash) payments,US,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $25,000 – $49,999)",non,-0.098356,-0.098348,-0.0099516,1916.8,-44.679,2531.8,1.1014,1995.5,20.204,0.76807,0.59412,0.012864,0.010657,0.76807,0.6753,0.012864,0.010657,0.72865,0.62011,0.013915,0.012058,8,8,5.7667e-05,2.9892e-05,2.7775e-05,8,7,1,0,1,0,0.82727,1,1,y,y,y,y,y,y,y,m,y,m,y,m,y,,,,,0,,,1,1,0,0,0,0,,,,,,,,1013,,,,,,,,1,1,0,0,0,0,delete,
non_usa_3.2Adc_d189_m083,digital (non-cash) payments,US,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $50,000 – $74,999)",non,-0.11108,-0.11008,-0.0099508,1976.6,-39.559,10.595,11.065,1975.7,20.188,0.82128,0.68723,0.010754,0.0089179,0.82128,0.74979,0.010754,0.0089184,0.80335,0.72469,0.011281,0.0096973,8,8,0.012364,0.0061351,0.0062294,8,7,3,0,1,0,0.83432,1,1,y,y,y,y,y,y,y,m,y,m,y,m,y,,,,,0,,,1,1,0,0,0,0,,,,,,,,1014,,,,,,,,1,1,0,0,0,0,delete,
non_usa_3.2Adc_d189_m084,digital (non-cash) payments,US,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $75,000 – $99,999)",non,-0.14726,-0.020994,-0.011879,1944.6,-29.842,5208.6,-1458.7,-5.9106e+05,24.08,0.79193,0.63588,0.014663,0.011956,-7.7183,-11.206,0.094917,0.089308,0.71697,0.60376,0.017102,0.014085,8,8,2.6878e-05,9.4074e-06,1.7471e-05,8,7,3,0,1,0,0.81025,1,1,y,y,y,y,y,y,y,m,y,m,y,m,y,,,,,0,,,1,1,0,0,0,0,,,,,,,,1015,,,,,,,,1,1,0,0,0,0,delete,
non_usa_3.2Adc_d189_m085,digital (non-cash) payments,US,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income greater than $150,000)",non,-0.18077,-0.00038481,-0.014767,1955.5,-24.31,8697,-1544.9,-1.5264e+05,29.912,0.93022,0.87789,0.0097039,0.0080966,-5.9764,-8.7669,0.09703,0.089807,0.84833,0.78766,0.014307,0.012162,8,8,1.7592e-05,6.3882e-06,1.1204e-05,8,7,1,0,1,0,0.80408,1,1,y,y,y,y,y,y,y,m,y,m,y,m,y,,,,,0,,,1,1,0,0,0,0,,,,,,,,1016,,,,,,,,1,1,0,0,0,0,delete,
non_usa_3.2Adc_d189_m086,digital (non-cash) payments,US,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income less than $25,000)",non,-0.080577,0.049225,-0.0070349,1883.8,-54.537,5281.7,-0.63564,2632.9,14.303,0.74829,0.5595,0.0097818,0.0080449,-24.124,-34.173,0.097725,0.095761,0.6835,0.5569,0.010969,0.0091867,8,8,2.6317e-05,1.3987e-05,1.2331e-05,8,7,1,0,1,0,0.81157,1,1,y,y,y,y,y,y,y,m,y,m,y,m,y,,,,,0,,,1,1,0,0,0,0,,,,,,,,1017,,,,,,,,1,1,0,0,0,0,delete,
non_usa_4.1Sal_d213_m100,digital (non-cash) payments,US,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,non,0.50961,0.21191,4.1451,2019.8,8.6231,105.02,2.0232,2005.3,-8322.2,0.83028,0.80033,13.676,8.4326,0.80147,0.77941,14.791,9.8641,0.57168,0.52409,21.726,18.66,21,19,0.95224,0.016513,0.93573,21,1,13,0,1,1,0.73025,0,1,y,y,y,m,y,m,y,y,y,m,m,m,m,,,,,0,hide,original,1,1,0,0,0,0,,,,,,,,1018,,,,,,,,1,1,0,0,0,0,delete,
non_usa_4.1Sal_d239_m153,digital (non-cash) payments,US,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,non,0.435,0.25159,3.7755,2020.8,10.102,127,0.5523,2002.4,-7579.1,0.7918,0.75276,13.962,8.4784,0.78447,0.75912,14.205,8.4149,0.50622,0.44813,21.501,17.794,20,18,0.78741,0.013655,0.77376,20,0,12,0,1,1,0.62534,0,1,y,y,y,m,y,m,m,y,y,m,m,m,m,,,,,0,prefer,transformed-partial,1,1,0,0,0,1,,,,,,,,1019,,,,,,,,1,1,0,0,0,1,,
org_aus_1.1Ado_d163_m140,organic food,Austria,1.1,Adoption over time,Organic retail sales market size [million],million EUR,org,0.12714,0.093474,102.88,2023,34.564,5348.6,0.0033282,1876.7,-2.0577e+05,0.98853,0.98671,74.618,65.209,0.98343,0.98177,89.674,79.069,0.95972,0.95569,139.81,109.97,23,23,0.46666,0.042067,0.42459,23,0,22,0,0,0,0.91677,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,1,,,,0,,,1,1,0,2,0,0,,,,,,,,1021,,,,,,,,1,1,0,0,0,0,delete,
org_aus_1.1Ado_d164_m195,organic food,Austria,1.1,Adoption over time,Organic retail sales share [%],%,org,0.057689,0.057688,0.003994,2207,76.175,5023.5,8.9152e-29,939.64,-7.9666,0.98329,0.98015,0.0030454,0.0021624,0.98329,0.98132,0.0030454,0.0021624,0.95583,0.95064,0.0049506,0.0044213,20,20,2.2892e-05,7.5644e-06,1.5328e-05,20,0,19,0,0,0,0.93187,1,1,y,y,y,y,y,y,y,m,y,m,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org_aus_1.1Ado_d327_m185,organic food,Austria,1.1,Adoption over time,organic as a share of retail sales,market share,org,0.063068,0.057688,0.003994,2051.4,69.678,0.85514,8.9152e-29,939.64,-7.9666,0.98231,0.979,0.0031329,0.0022831,0.98329,0.98132,0.0030454,0.0021624,0.95583,0.95064,0.0049506,0.0044213,20,20,0.13448,0.044437,0.090043,20,0,19,0,0,0,0.93187,1,1,y,y,y,y,y,y,y,m,y,m,y,m,y,,,,,0,prefer-relative,transformed-marketshare,1,1,0,1,0,0,,,,,,,,1023,,,,,,,,1,1,0,1,0,0,,
org_aus_2.2Rel_d046_m148,organic food,Austria,2.2,Relative Advantage (Profitability),All qualities MILK price,price (€c/kg),org,0.018599,0.018598,0.61495,2552.2,236.28,8.2693e+05,5.0474,1906.6,-1201.1,0.71103,0.67769,3.471,2.8001,0.71103,0.68963,3.471,2.8001,0.67952,0.65579,3.6553,2.9007,30,30,6.2388e-05,3.302e-05,2.9368e-05,30,1,29,0,0,0,0.95211,0,1,y,y,y,y,y,y,y,m,y,m,y,m,y,2,,,,0,,,1,1,0,0,0,0,,,,,,,,1024,,,,,,,,1,1,0,0,0,0,delete,
org_aus_2.2Rel_d069_m149,organic food,Austria,2.2,Relative Advantage (Profitability),Conventional EGGS price,sales price (€/100 pieces),org,0.029166,0.029165,0.30308,2370,150.67,3.7586e+05,8.4516,2003.1,-598.59,0.85113,0.83083,0.96597,0.73058,0.85113,0.83818,0.96596,0.73058,0.82439,0.80912,1.0491,0.75998,26,26,4.6879e-05,1.9103e-05,2.7776e-05,26,0,24,0,0,0,0.93638,0,1,y,y,y,y,y,y,y,m,y,m,y,m,y,2,,,* need to create new variable = Conventional:Organic price ratio,0,,,1,1,0,0,0,0,,,,,,,,1025,,,,,,,,1,1,0,0,0,0,delete,
org_aus_2.2Rel_d070_m148,organic food,Austria,2.2,Relative Advantage (Profitability),Conventional MILK price,price (€c/kg),org,0.016061,0.01606,0.51388,2614.4,273.61,5.4983e+05,5.6793,1899.6,-999.13,0.60623,0.56079,3.6663,2.9236,0.60623,0.57706,3.6663,2.9236,0.57955,0.5484,3.7885,2.9783,30,30,9.0118e-05,4.9661e-05,4.0457e-05,30,1,29,0,0,0,0.95129,0,1,m,y,y,y,y,y,y,m,y,m,y,m,y,2,,,* need to create new variable = Conventional:Organic price ratio,0,,,1,1,0,0,0,0,,,,,,,,1026,,,,,,,,1,1,0,0,0,0,delete,
org_aus_2.2Rel_d102_m149,organic food,Austria,2.2,Relative Advantage (Profitability),Free range EGGS price,sales price (€/100 pieces),org,0.026066,0.026065,0.38252,2400.5,168.59,3.5292e+05,5.616,1976.6,-755.37,0.70079,0.63174,1.254,1.0469,0.70079,0.65804,1.254,1.0469,0.66818,0.62078,1.3206,1.0531,17,17,6.0609e-05,3.3775e-05,2.6833e-05,17,0,16,0,0,0,0.92474,0,1,y,y,y,y,y,y,y,m,y,m,y,m,y,2,,,* need to create new variable = Conventional:Organic price ratio,0,,,1,1,0,0,0,0,,,,,,,,1027,,,,,,,,1,1,0,0,0,0,delete,
org_aus_2.2Rel_d155_m149,organic food,Austria,2.2,Relative Advantage (Profitability),Organic EGGS price,sales price (€/100 pieces),org,0.039026,0.039026,0.82724,2298,112.6,1.3912e+06,2.6121,1960.1,-1644.2,0.79243,0.74054,2.0336,1.7064,0.79243,0.7605,2.0336,1.7064,0.72985,0.68829,2.32,1.9297,16,16,2.3987e-05,1.4153e-05,9.8333e-06,16,0,15,0,0,0,0.91298,0,1,y,y,y,y,y,y,y,m,y,m,y,m,y,2,,,* need to create new variable = Conventional:Organic price ratio,0,,,1,1,0,0,0,0,,,,,,,,1028,,,,,,,,1,1,0,0,0,0,delete,
org_aus_2.2Rel_d156_m148,organic food,Austria,2.2,Relative Advantage (Profitability),Organic MILK price,price (€c/kg),org,0.020901,0.0209,0.82144,2471.5,210.25,6.1552e+05,4.8729,1909.5,-1610.7,0.84929,0.83191,3.0208,2.4916,0.8493,0.83813,3.0208,2.4916,0.83484,0.82261,3.1623,2.5815,30,30,9.362e-05,4.4361e-05,4.9259e-05,30,2,29,0,0,0,0.95845,0,1,y,y,y,y,y,y,y,m,y,m,y,m,y,2,,,* need to create new variable = Conventional:Organic price ratio,0,,,1,1,0,0,0,0,,,,,,,,1029,,,,,,,,1,1,0,0,0,0,delete,
org_aus_2.2Rel_d160_m152,organic food,Austria,2.2,Relative Advantage (Profitability),Organic per capita consumption [€/person],€/person,org,0.1287,0.087699,11.328,2020.5,34.145,503.74,0.061968,1925.6,-22651,0.98645,0.98431,8.8864,7.7509,0.97869,0.97656,11.145,9.8434,0.96857,0.96543,13.535,10.624,23,23,0.54421,0.055684,0.48853,23,0,21,0,0,0,0.92257,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,1,,,,0,,,1,1,0,0,0,0,,,,,,,,1020,,,,,,,,1,1,0,0,0,0,delete,
org_aus_2.5Var_d159_m001,organic food,Austria,2.5,Variety (Choice Availability),Organic importers,#,org,-0.19641,-0.0086034,-0.89328,2023.7,-22.374,97.07,156.5,1939.8,1881.3,0.057408,-0.091422,43.687,39.227,0.014223,-0.084355,44.677,40.305,0.01734,-0.080926,44.606,40.184,23,23,1.4217,0.14423,1.2774,23,17,9,1,1,1,0.92785,0,0,n,y,y,y,m,m,y,y,m,n,m,n,m,3,,"volatile, don't use",weird data,0,,,0,1,0,0,0,0,,,,,,,,1030,,,,,,,,0,1,0,0,0,0,delete,
org_aus_2.5Var_d161_m001,organic food,Austria,2.5,Variety (Choice Availability),Organic processors,#,org,0.13595,0.050098,69.541,2008.4,32.323,2331,0.018866,1789.1,-1.3851e+05,0.74082,0.6999,273.26,189.05,0.71153,0.68268,288.29,190.59,0.73854,0.71239,274.46,181.54,23,23,1.0266,0.24582,0.78079,23,9,22,1,0,1,0.91124,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,2,,,,0,,,1,1,0,0,0,0,,,,,,,,1031,,,,,,,,1,1,0,0,0,0,delete,
org_aus_2.5Var_d162_m001,organic food,Austria,2.5,Variety (Choice Availability),Organic producers,#,org,0.014318,0.014314,307.49,2598,306.93,9.6126e+07,27.802,1546.3,-5.9674e+05,0.87163,0.85136,785.38,599.13,0.87163,0.85879,785.38,599.13,0.86585,0.85244,802.84,604.68,23,23,0.00027309,0.00019027,8.2818e-05,23,0,21,0,0,0,0.95053,0,0,y,y,y,y,y,y,y,m,y,m,y,m,y,1,,,,0,,,1,1,0,0,0,1,,,,,,,,1032,,,,,,,,1,1,0,0,0,1,,
org_aus_3.5Mar_d074_m128,organic food,Austria,3.5,Market Formation,CumulativeStartups,cum. # companies,org,0.096694,0.082698,0.20527,2033.3,45.447,35.1,5.052,2015.2,-408.15,0.91964,0.91376,0.84434,0.65675,0.91793,0.91402,0.85326,0.66137,0.80113,0.79166,1.3282,1.0765,45,32,0.25641,0.02849,0.22792,32,6,31,1,0,0,0.93218,0,1,y,y,y,y,y,y,y,y,y,y,y,y,y,,,,,0,prefer,original,1,1,0,0,0,1,,,,,,,,1033,,,,,,,,1,1,0,0,0,1,,
org_aus_3.5Mar_d126_m008,organic food,Austria,3.5,Market Formation,NewStartups,# companies,org,0.13539,0.001994,0.010672,2007.9,32.457,0.50542,1554.9,1.5747e+05,-21.165,0.047745,-0.021933,0.63741,0.32564,-0.09375,-0.14583,0.68313,0.2,0.045022,-0.0004529,0.63832,0.33435,45,6,7.9142,1.9785,5.9356,26,0,25,0,0,1,0.19048,0,1,n,y,y,m,m,m,m,y,m,n,m,n,m,,,,,0,hide,original,0,1,0,0,0,0,,,,,,,,1034,,,,,,,,0,1,0,0,0,0,delete,
org_aus_3.5Mar_d171_m011,organic food,Austria,3.5,Market Formation,PrivateEquityDeals,# deals,org,17.427,0.0024279,0.01502,2020.9,0.25217,1.3333,1554.8,1.5749e+05,-29.936,0.49405,0.45703,0.35486,0.096301,-0.071429,-0.12245,0.5164,0.13333,0.15288,0.11254,0.45917,0.25546,45,4,2.25,0.75,1.5,8,1,7,1,0,1,0.5,0,1,m,n,m,m,m,m,m,y,m,n,n,n,n,,,,,0,hide,original,0,1,0,0,0,0,,,,,,,,1035,,,,,,,,0,1,0,0,0,0,delete,
org_aus_3.5Mar_d175_m027,organic food,Austria,3.5,Market Formation,PrivateEquityInvestment,$ million,org,46.602,0.0010312,0.00033209,2015.2,0.094298,0.020004,1555.1,1.5746e+05,-0.66084,0.090909,0.02439,0.025304,0.0071128,-0.022727,-0.071429,0.026839,0.0040009,0.02641,-0.019951,0.026186,0.0084221,45,1,9,9,0,1,0,0,0,0,,,1,1,n,n,m,m,m,m,m,m,m,n,n,n,n,,,,,0,hide,original,0,1,0,0,0,0,,,,,,,,1036,,,,,,,,0,1,0,0,0,0,delete,
org_aus_3.5Mar_d200_m027,organic food,Austria,3.5,Market Formation,TotalFundraisingAmount,$ million,org,36.134,0.062332,0.00091314,2015.2,0.12162,0.052672,3.8286,2099.2,-1.8176,0.17543,0.1151,0.045677,0.016387,0.048752,0.0034542,0.04906,0.02074,0.055582,0.01061,0.048884,0.021395,45,2,5.5819,3.4181,2.1638,2,0,1,0,0,0,0.44536,1,1,n,n,m,y,y,y,m,y,m,n,n,n,n,,,,,0,hide,original,0,1,0,0,0,0,,,,,,,,1037,,,,,,,,0,1,0,0,0,0,delete,
org_aus_3.5Mar_d204_m011,organic food,Austria,3.5,Market Formation,TotalFundraisingDeals,# deals,org,0.29135,0.0034226,0.025692,2014.8,15.083,1.3394,1554.6,1.575e+05,-51.101,0.34401,0.29601,0.53996,0.30485,-0.25,-0.30952,0.74536,0.33333,0.25049,0.2148,0.57716,0.41604,45,11,2.2398,0.7466,1.4932,35,1,34,0,0,1,0.6,0,1,m,y,y,m,m,m,m,y,m,m,m,m,m,,,,,0,hide,original,0,1,0,0,0,0,,,,,,,,1038,,,,,,,,0,1,0,0,0,0,delete,
org_aus_3.5Mar_d242_m156,organic food,Austria,3.5,Market Formation,cumulative CumulativeStartups,cumulative cum. # companies,org,0.11685,0.097069,2.4684,2029.3,37.609,355.76,0.44706,1965.5,-4911.9,0.99357,0.9931,2.8449,2.4815,0.99139,0.99098,3.2939,2.8886,0.81596,0.80719,15.225,12.909,45,32,0.35417,0.0028109,0.35136,32,0,31,0,0,0,0.91391,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,,,,not needed as transformed-cumulative twice (error),1,delete,transformed-cumx2error,0,0,0,0,0,0,,,,,,,,1039,,,,,,,,0,0,0,0,0,0,delete,
org_aus_3.5Mar_d243_m157,organic food,Austria,3.5,Market Formation,Partial up to max CumulativeStartups,Partial up to max cum. # companies,org,0.082499,0.082498,0.14595,2140.6,53.267,1.508e+05,1.8826,2003.8,-289.91,0.83101,0.81652,0.75937,0.57959,0.83101,0.82162,0.75936,0.57959,0.79075,0.77913,0.84498,0.4952,39,26,5.9682e-05,6.6313e-06,5.305e-05,26,0,25,0,0,0,0.80827,0,1,y,y,y,y,y,y,y,m,y,m,y,m,y,,,,not needed as transformed-cumulative preferred,1,delete,transformed-partial,0,0,0,0,0,0,,,,,,,,1040,,,,,,,,0,0,0,0,0,0,delete,
org_aus_3.5Mar_d244_m158,organic food,Austria,3.5,Market Formation,cumulative NewStartups,cumulative # companies,org,0.096694,0.082698,0.20527,2033.3,45.447,35.1,5.052,2015.2,-408.15,0.91964,0.91376,0.84434,0.65675,0.91793,0.91402,0.85326,0.66137,0.80113,0.79166,1.3282,1.0765,45,32,0.25641,0.02849,0.22792,32,6,31,1,0,0,0.93218,0,1,y,y,y,y,y,y,y,y,y,y,y,y,y,,,,not needed as cumulative in original data,1,delete,transformed-cumulative,0,0,0,0,0,0,,,,,,,,1041,,,,,,,,0,0,0,0,0,0,delete,
org_aus_3.5Mar_d245_m159,organic food,Austria,3.5,Market Formation,Partial up to max NewStartups,Partial up to max # companies,org,1.3377,0.0030779,0.021862,2024.9,3.2852,39587,1554.6,1.5749e+05,-43.472,0.79183,0.77399,0.31781,0.10997,-0.10976,-0.17141,0.7338,0.23077,0.12478,0.076152,0.65166,0.3782,39,6,0.00010104,2.5261e-05,7.5783e-05,26,0,25,0,0,1,0.19048,0,1,y,y,y,m,m,m,m,m,m,m,m,m,m,,,,not needed as transformed-cumulative preferred,1,delete,transformed-partial,0,0,0,0,0,0,,,,,,,,1042,,,,,,,,0,0,0,0,0,0,delete,
org_aus_3.5Mar_d246_m160,organic food,Austria,3.5,Market Formation,cumulative PrivateEquityDeals,cumulative # deals,org,0.98809,0.319,0.062714,2021.4,4.4474,6.8896,6.2067,2023.7,-125.02,0.95898,0.95598,0.29146,0.12193,0.93928,0.93639,0.35461,0.16378,0.3203,0.28793,1.1865,0.79406,45,9,0.87088,0.14515,0.72573,9,1,8,1,0,1,0.77358,0,1,y,y,y,y,y,y,y,y,y,y,y,y,y,,,,,0,prefer,transformed-cumulative,1,1,0,0,0,0,,,,,,,,1043,,,,,,,,1,1,0,0,0,0,delete,
org_aus_3.5Mar_d247_m161,organic food,Austria,3.5,Market Formation,Partial up to max PrivateEquityDeals,Partial up to max # deals,org,8.7348,1.2617,0.014799,2021.1,0.5031,3.001,1.4711e-08,2006.8,-29.497,0.90402,0.89663,0.1525,0.023262,0.89615,0.89095,0.15863,0.03488,0.1392,0.096165,0.45669,0.2418,43,3,0.99968,0.33323,0.66645,7,0,6,0,0,1,0.27273,0,1,y,n,m,m,m,m,m,y,m,n,n,n,n,,,,not needed as transformed-cumulative preferred,1,delete,transformed-partial,0,0,0,0,0,0,,,,,,,,1044,,,,,,,,0,0,0,0,0,0,delete,
org_aus_3.5Mar_d248_m162,organic food,Austria,3.5,Market Formation,cumulative PrivateEquityInvestment,cumulative $ million,org,59.323,0.0013646,0.0038428,2015.5,0.074076,0.18004,1555,1.5746e+05,-7.6572,1,1,4.8433e-15,1.456e-15,-0.25,-0.30952,0.080516,0.036008,0.48024,0.45549,0.05192,0.044664,45,9,1,1,0,9,8,8,0,0,0,0.88889,1,1,y,y,y,y,y,y,y,m,y,m,y,m,y,,,,too few,0,prefer,transformed-cumulative,0,1,0,0,0,0,,,,,,,,1045,,,,,,,,0,1,0,0,0,0,delete,
org_aus_3.5Mar_d249_m163,organic food,Austria,3.5,Market Formation,Partial up to max PrivateEquityInvestment,Partial up to max $ million,org,17.959,0.0010736,0.00076831,2016,0.24469,0.31839,1555,1.5745e+05,-1.5302,1,1,1.0813e-09,1.8284e-10,-0.027778,-0.088235,0.029598,0.0048659,0.078947,0.024768,0.02802,0.011795,37,1,0.56547,0.56547,0,1,0,0,0,0,,,1,1,y,n,m,m,m,m,m,m,m,n,n,n,n,,,,not needed as transformed-cumulative preferred,1,delete,transformed-partial,0,0,0,0,0,0,,,,,,,,1046,,,,,,,,0,0,0,0,0,0,delete,
org_aus_3.5Mar_d250_m162,organic food,Austria,3.5,Market Formation,cumulative TotalFundraisingAmount,cumulative $ million,org,,0.0019091,0.0095758,,,,1554.9,1.5748e+05,-19.082,,,,,-0.23702,-0.29592,0.20167,0.088276,0.4704,0.44518,0.13196,0.1117,45,9,,,,9,7,8,1,0,1,0.90614,1,1,n,y,y,y,y,y,y,m,y,n,y,y,y,,,,too few,0,prefer,transformed-cumulative,0,1,0,0,0,0,,,,,,,,1047,,,,,,,,0,1,0,0,0,0,delete,
org_aus_3.5Mar_d251_m163,organic food,Austria,3.5,Market Formation,Partial up to max TotalFundraisingAmount,Partial up to max $ million,org,,,0.0018798,,,,,,-3.7444,,,,,,,,,0.14297,0.093998,0.05047,0.027631,38,2,,,,2,0,1,0,0,0,0.44536,1,1,n,n,m,y,y,y,m,m,m,n,n,n,n,,,,not needed as transformed-cumulative preferred,1,delete,transformed-partial,0,0,0,0,0,0,,,,,,,,1048,,,,,,,,0,0,0,0,0,0,delete,
org_aus_3.5Mar_d252_m160,organic food,Austria,3.5,Market Formation,cumulative TotalFundraisingDeals,cumulative # deals,org,0.11197,0.11197,0.26469,2126.1,39.248,1.4431e+06,6.7892,2016.5,-526.58,0.98183,0.9805,0.5467,0.43561,0.98183,0.98096,0.54669,0.43561,0.7186,0.7052,2.1512,1.6858,45,36,1.0394e-05,6.9294e-07,9.7011e-06,36,1,35,0,0,0,0.89919,0,1,y,y,y,y,y,y,y,m,y,m,y,m,y,,,,,0,prefer,transformed-cumulative,1,1,0,0,0,0,,,,,,,,1049,,,,,,,,1,1,0,0,0,0,delete,
org_aus_3.5Mar_d253_m161,organic food,Austria,3.5,Market Formation,Partial up to max TotalFundraisingDeals,Partial up to max # deals,org,0.2622,0.26193,0.02839,2063.9,16.76,1.4785e+05,0.099031,2009.7,-56.483,0.53949,0.50407,0.4563,0.24038,0.53949,0.51646,0.4563,0.24044,0.27453,0.23826,0.57272,0.4189,43,10,2.0291e-05,6.7635e-06,1.3527e-05,34,0,33,0,0,1,0.5,0,1,m,y,y,m,m,m,m,m,m,m,m,m,m,,,,not needed as transformed-cumulative preferred,1,delete,transformed-partial,0,0,0,0,0,0,,,,,,,,1050,,,,,,,,0,0,0,0,0,0,delete,
org_aus_4.1Sal_d213_m100,organic food,Austria,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,org,2.0768,0.061342,2.702,2011.5,2.116,49.475,1.0479,1959.7,-5411.4,0.66924,0.61088,16.1,9.5053,0.24319,0.1591,24.354,20.168,0.34158,0.26843,22.716,17.416,21,14,2.0212,0.22996,1.7913,14,9,3,1,1,1,0.86178,0,1,m,y,y,m,y,m,y,y,y,m,m,n,m,,,,,0,hide,original,1,1,0,0,,0,,,,,,,,1051,,,,,,,,1,1,0,0,0,0,delete,
