Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log,use_lin, GN scoring ,GN comments,CW scoring,Category_letters
org_den_3.5Mar_d246_m160,organic food consumption,Denmark,3.5,Market Formation,cumulative PrivateEquityDeals,cumulative # deals,b2,0.54722,0.28087,0.11054,2021.7,8.0304,13.19,6.7663,2022.2,-220.35,0.98648,0.98549,0.2751,0.12673,0.97201,0.97068,0.39582,0.19532,0.36816,0.33807,1.8807,1.3308,45,11,0.75817,0.075817,0.68235,11,0,10,0,0,1,0.79522,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_den_3.5Mar_d247_m161,organic food consumption,Denmark,3.5,Market Formation,Partial up to max PrivateEquityDeals,Partial up to max # deals,b2,0.5065,0.5064,0.022954,2040.8,8.6762,40489,0.022508,2012.4,-45.744,0.74754,0.72812,0.31136,0.1059,0.74754,0.73491,0.31136,0.10591,0.2113,0.17187,0.55032,0.3563,43,4,7.4094e-05,2.4698e-05,4.9396e-05,9,0,8,0,0,1,0.33333,0,1,y,n,m,m,m,m,m,m,m,n,n,,,,b
org_den_3.5Mar_d248_m162,organic food consumption,Denmark,3.5,Market Formation,cumulative PrivateEquityInvestment,cumulative $ million,b2,7.2867,0.13629,0.1068,2013.8,0.60308,4.2676,5.3497,2022.5,-212.78,0.95969,0.95674,0.37139,0.15622,0.86265,0.85611,0.68555,0.45396,0.5622,0.54135,1.224,1.0606,45,11,1.3013,0.85666,0.44465,11,1,10,0,0,0,0.88719,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_den_3.5Mar_d249_m163,organic food consumption,Denmark,3.5,Market Formation,Partial up to max PrivateEquityInvestment,Partial up to max $ million,b2,27.985,0.0026692,0.017409,2014.2,0.15703,969.85,1554.6,1.5748e+05,-34.661,1,1,4.62e-08,7.8093e-09,-0.029412,-0.09375,0.61795,0.10445,0.083333,0.026042,0.58313,0.25168,35,1,0.0037695,0.0037695,0,1,0,0,0,0,,,0,1,y,n,m,m,m,m,m,m,m,n,n,,,,b
org_den_3.5Mar_d250_m162,organic food consumption,Denmark,3.5,Market Formation,cumulative TotalFundraisingAmount,cumulative $ million,b2,5.9448,0.12644,0.89678,2014.3,0.73921,38.472,6.7937,2007.8,-1786.7,0.99941,0.99936,0.38778,0.17836,0.7881,0.77801,7.3244,5.0229,0.53577,0.51366,10.841,9.5268,45,13,1.0316,0.01834,1.0133,13,1,12,0,0,1,0.90849,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_den_3.5Mar_d251_m163,organic food consumption,Denmark,3.5,Market Formation,Partial up to max TotalFundraisingAmount,Partial up to max $ million,b2,10.761,0.017138,0.16841,2014.2,0.40838,33.361,1551.6,1.5778e+05,-335.35,0.99954,0.9995,0.1176,0.019606,-0.036355,-0.099165,5.5937,1.0477,0.10137,0.046911,5.2088,2.2799,36,3,0.99983,0.021151,0.97868,4,0,3,0,0,1,0.10825,0,1,y,n,m,m,y,m,m,y,m,n,n,,,,b
org_den_3.5Mar_d252_m160,organic food consumption,Denmark,3.5,Market Formation,cumulative TotalFundraisingDeals,cumulative # deals,b2,0.33139,,0.36245,2019,13.261,26.151,,,-722.2,0.99585,0.99555,0.40517,0.22258,,,,,0.55986,0.5389,4.1737,3.4169,45,17,0.84128,0.03824,0.80304,17,0,16,0,0,0,0.88475,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_den_3.5Mar_d253_m161,organic food consumption,Denmark,3.5,Market Formation,Partial up to max TotalFundraisingDeals,Partial up to max # deals,b2,0.22751,0.15377,0.049683,2019.1,19.315,4.1231,5.9112,2026.3,-98.95,0.70255,0.67967,0.50384,0.25832,0.70086,0.6859,0.50527,0.28594,0.44541,0.41768,0.68797,0.50415,43,11,0.97013,0.24253,0.7276,15,0,14,0,0,1,0.56522,0,1,y,y,y,m,m,m,m,y,y,m,m,,,,b
org_den_4.1Kso_d213_m100,organic food consumption,Denmark,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,b2,1.2856,0.051744,3.3221,2010.4,3.4182,65.794,0.70015,1934.6,-6646.9,0.72199,0.67293,17.757,13.4,0.24868,0.1652,29.192,25.927,0.35679,0.28532,27.01,23.266,21,15,1.5199,0.33618,1.1837,15,7,3,1,1,1,0.92853,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_den_4.1Kso_d239_m153,organic food consumption,Denmark,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,b2,0.82723,0.20108,8.9223,2011.4,5.3122,91.275,0.029207,1975.9,-17899,0.95215,0.93779,8.3467,6.4501,0.83865,0.80932,15.326,12.546,0.88859,0.86833,12.736,9.9303,14,8,1.0956,0.37373,0.72186,8,0,6,0,1,0,0.83817,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_den_4.5Inf_d157_m130,organic food consumption,Denmark,4.5,Physical Infrastructure dependence,Organic area (farmland) [ha],ha,b2,0.040098,0.040097,6709.1,2299.3,109.59,1.935e+10,0.20692,1669.3,-1.33e+07,0.74277,0.70216,27994,25008,0.74277,0.71705,27994,25008,0.65009,0.6151,32650,30206,23,23,1.5664e-05,6.9318e-06,8.732e-06,23,1,17,0,1,0,0.93458,0,0,y,y,y,y,y,y,y,m,y,m,y,2,,,b
org_den_4.5Inf_d158_m028,organic food consumption,Denmark,4.5,Physical Infrastructure dependence,Organic area share of total farmland [%],%,b2,0.040606,0.0012363,0.0025748,2297.3,108.22,7830.4,1555.2,1.5747e+05,-5.1051,0.74797,0.70818,0.010603,0.0094423,-11.877,-13.165,0.075789,0.072787,0.65397,0.61936,0.012424,0.011464,23,23,1.4737e-05,6.6152e-06,8.1222e-06,23,1,17,0,1,0,0.93439,1,1,y,y,y,y,y,y,y,m,y,m,y,2,,,b
org_glo_3.3Leg_d235_m020,organic food consumption,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,b2,0.15436,0.093645,232.51,2018.8,28.468,21918,0.00090491,1845.5,-4.6109e+05,0.9869,0.98613,500.34,276.14,0.97386,0.97286,706.79,403.69,0.7128,0.70175,2342.8,1959.7,55,55,0.67957,0.00068437,0.67889,55,2,54,0,0,1,0.94425,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_glo_3.5Mar_d074_m128,organic food consumption,Global,3.5,Market Formation,CumulativeStartups,cum. # companies,b2,0.10511,0.069646,26.913,2019.8,41.807,2032.4,0.073234,1883.1,-53466,0.99182,0.99122,33.436,27.368,0.98034,0.9794,51.828,36.726,0.89424,0.8892,120.2,105.71,45,45,0.56435,0.0044282,0.55992,45,0,44,0,0,0,0.95066,0,0,y,y,y,y,y,y,y,y,y,y,y,1,,good as cum.!,b
org_glo_3.5Mar_d126_m008,organic food consumption,Global,3.5,Market Formation,NewStartups,# companies,b2,0.15703,0.033403,1.027,2001.2,27.985,47.238,2.7183,1937.1,-2030.6,0.47676,0.43847,15,10.86,0.35639,0.32575,16.636,11.526,0.4137,0.38578,15.879,10.694,45,45,1.6089,0.021169,1.5877,45,6,0,1,0,1,0.96756,0,1,m,y,y,y,m,m,y,y,y,m,m,4,,cum.,b
org_glo_3.5Mar_d171_m011,organic food consumption,Global,3.5,Market Formation,PrivateEquityDeals,# deals,b2,0.49079,0.098429,2.2888,2013.7,8.9538,98.587,1.0701,1976.3,-4557.6,0.89292,0.88508,12.426,5.3323,0.75704,0.74547,18.716,11.906,0.61282,0.59438,23.627,19.775,45,31,1.3592,0.010143,1.3491,37,3,36,0,0,1,0.9573,0,0,y,y,y,y,y,y,y,y,y,y,y,2,drop at end,cum.,b
org_glo_3.5Mar_d175_m027,organic food consumption,Global,3.5,Market Formation,PrivateEquityInvestment,$ million,b2,42.284,0.083811,12.29,2011,0.10393,439.44,0.094749,1920.1,-24466,0.53777,0.50395,178.54,85.286,0.40541,0.37709,202.49,121.36,0.36942,0.3394,208.53,139.27,45,30,2.895,0.0016498,2.8934,37,4,31,1,1,1,0.59248,0,0,m,y,y,m,m,m,m,y,y,m,m,3,,cum.,b
org_glo_3.5Mar_d200_m027,organic food consumption,Global,3.5,Market Formation,TotalFundraisingAmount,$ million,b2,0.40209,0.060429,99.713,2008.1,10.929,3527.2,0.078831,1844.6,-1.9834e+05,0.34796,0.30025,2027.4,922.1,0.23685,0.20051,2193.4,1181.5,0.26602,0.23107,2151,1185.8,45,32,4.0315,0.00020555,4.0313,37,7,31,1,1,1,0.51695,0,0,m,y,y,m,m,m,m,y,m,m,m,3,,cum.,b
org_glo_3.5Mar_d204_m011,organic food consumption,Global,3.5,Market Formation,TotalFundraisingDeals,# deals,b2,0.38625,0.08772,4.1345,2012.7,11.377,172.85,0.29765,1949.7,-8229.2,0.88237,0.87376,22.599,10.414,0.76781,0.75675,31.751,19.811,0.66408,0.64809,38.19,32.04,45,42,1.3422,0.0057855,1.3365,45,3,44,0,0,1,0.9598,0,0,y,y,y,y,y,y,y,y,y,y,y,2,drop at end,cum.,b
org_glo_3.5Mar_d242_m156,organic food consumption,Global,3.5,Market Formation,cumulative CumulativeStartups,cumulative cum. # companies,b2,0.10897,0.087026,376.14,2027.6,40.326,46180,0.0011992,1833.2,-7.4807e+05,0.99894,0.99886,173.09,148.58,0.99581,0.99561,343.74,292.09,0.84564,0.83829,2087.1,1771.7,45,45,0.40247,0.00019489,0.40228,45,0,44,0,0,1,0.92443,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_glo_3.5Mar_d243_m157,organic food consumption,Global,3.5,Market Formation,Partial up to max CumulativeStartups,Partial up to max cum. # companies,b2,0.10511,0.069646,26.913,2019.8,41.807,2032.4,0.073234,1883.1,-53466,0.99182,0.99122,33.436,27.368,0.98034,0.9794,51.828,36.726,0.89424,0.8892,120.2,105.71,45,45,0.56435,0.0044282,0.55992,45,0,44,0,0,0,0.95066,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_glo_3.5Mar_d244_m158,organic food consumption,Global,3.5,Market Formation,cumulative NewStartups,cumulative # companies,b2,0.10511,0.069646,26.913,2019.8,41.807,2032.4,0.073234,1883.1,-53466,0.99182,0.99122,33.436,27.368,0.98034,0.9794,51.828,36.726,0.89424,0.8892,120.2,105.71,45,45,0.56435,0.0044282,0.55992,45,0,44,0,0,0,0.95066,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_glo_3.5Mar_d245_m159,organic food consumption,Global,3.5,Market Formation,Partial up to max NewStartups,Partial up to max # companies,b2,0.080547,0.080546,1.5789,2152.4,54.558,3.902e+06,1.1329,1965.5,-3131.1,0.92295,0.91635,5.7502,4.5149,0.92296,0.91867,5.7502,4.5149,0.73582,0.72115,10.648,8.7418,39,39,1.9477e-05,1.5377e-06,1.7939e-05,39,0,37,0,0,0,0.90696,0,1,y,y,y,y,y,y,y,m,y,m,y,,,,b
org_glo_3.5Mar_d246_m160,organic food consumption,Global,3.5,Market Formation,cumulative PrivateEquityDeals,cumulative # deals,b2,0.68059,0.15979,18.324,2334.9,6.4568,3372.6,0.0013854,1938.2,-36505,-0.33417,-0.43179,360.19,180.27,0.98477,0.98404,38.488,24.922,0.58239,0.5625,201.52,164.13,45,37,0.32853,0.00029651,0.32824,37,0,36,0,0,1,0.88697,0,0,n,y,y,y,y,y,y,y,y,n,y,,,,b
org_glo_3.5Mar_d247_m161,organic food consumption,Global,3.5,Market Formation,Partial up to max PrivateEquityDeals,Partial up to max # deals,b2,0.26825,0.16684,2.2298,2018.2,16.382,188.37,0.48414,1987,-4440,0.99262,0.99204,3.0154,1.9707,0.98303,0.98216,4.5723,2.9316,0.59298,0.57211,22.392,18.459,42,28,0.71136,0.0053086,0.70605,34,0,33,0,0,1,0.85558,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_glo_3.5Mar_d248_m162,organic food consumption,Global,3.5,Market Formation,cumulative PrivateEquityInvestment,cumulative $ million,b2,0.2773,0.14428,112.28,2018.7,15.847,7803.3,0.00016102,1901.9,-2.2369e+05,0.99114,0.99049,175.19,100.11,0.96879,0.9673,328.83,237.38,0.61379,0.5954,1156.7,942.47,45,37,0.79669,0.00057668,0.79611,37,0,36,0,0,1,0.89894,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_glo_3.5Mar_d249_m163,organic food consumption,Global,3.5,Market Formation,Partial up to max PrivateEquityInvestment,Partial up to max $ million,b2,0.17715,0.17715,12.52,2080.1,24.806,3.239e+07,8.1602e-05,1929.4,-24926,0.54542,0.50856,171.22,78.072,0.54542,0.52149,171.22,78.072,0.3403,0.30557,206.26,134.63,41,26,3.9278e-05,2.2384e-08,3.9255e-05,33,0,27,0,1,1,0.32244,0,0,m,y,y,m,m,m,m,m,y,m,m,,,,b
org_glo_3.5Mar_d250_m162,organic food consumption,Global,3.5,Market Formation,cumulative TotalFundraisingAmount,cumulative $ million,b2,0.30512,0.11856,1234.7,2015.8,14.403,64050,6.3818e-05,1848.4,-2.4591e+06,0.99175,0.99114,1758.6,1008.3,0.94619,0.94363,4490,3206.5,0.68634,0.67141,10840,9645.5,45,37,0.90418,7.0258e-05,0.90411,37,0,36,0,0,1,0.92334,0,0,y,y,y,m,y,m,y,y,y,m,m,,,,b
org_glo_3.5Mar_d251_m163,organic food consumption,Global,3.5,Market Formation,Partial up to max TotalFundraisingAmount,Partial up to max $ million,b2,0.59062,0.58987,132.08,2036.3,7.4404,1.11e+09,6.7469e-15,1945.7,-2.6287e+05,0.64555,0.61428,1568.4,677.51,0.64555,0.6253,1568.4,677.44,0.30227,0.2624,2200.5,1350.2,38,25,1.2811e-05,6.5318e-10,1.2811e-05,30,0,24,0,1,1,0.2701,0,0,m,y,y,m,m,m,m,m,y,m,m,,,,b
org_glo_3.5Mar_d252_m160,organic food consumption,Global,3.5,Market Formation,cumulative TotalFundraisingDeals,cumulative # deals,b2,0.20856,0.13581,38.75,2021.5,21.07,3588.7,0.00016049,1902.3,-77168,0.99855,0.99844,23.675,16.668,0.99009,0.98962,61.832,41.763,0.65619,0.63982,364.27,302.99,45,45,0.60356,0.00027865,0.60328,45,0,44,0,0,0,0.89986,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_glo_3.5Mar_d253_m161,organic food consumption,Global,3.5,Market Formation,Partial up to max TotalFundraisingDeals,Partial up to max # deals,b2,0.2062,0.13924,4.1196,2019.1,21.311,365.61,0.092024,1964.7,-8199.6,0.99097,0.99026,5.7996,4.0325,0.98451,0.98372,7.5967,4.9716,0.66918,0.65222,35.108,29.702,42,39,0.63456,0.0027352,0.63182,42,0,41,0,0,1,0.87075,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_jap_1.1Ado_d160_m152,organic food consumption,Japan,1.1,Adoption over time,Organic per capita consumption [€/person],€/person,b2,0.11908,0.04534,0.45738,2012.1,36.904,16.704,8.947,2013.5,-911.91,0.36215,0.17079,2.4583,1.4301,0.35449,0.23712,2.473,1.3466,0.35882,0.24224,2.4647,1.3999,14,14,1.1345,0.46876,0.66572,14,5,13,1,0,1,0.8613,0,1,m,y,y,y,y,y,y,y,y,m,y,2,,,b
org_jap_1.1Ado_d163_m140,organic food consumption,Japan,1.1,Adoption over time,Organic retail sales market size [million],million EUR,b2,0.09667,0.053216,58.507,2017.1,45.458,2537.7,0.078757,1835.5,-1.1674e+05,0.8646,0.83335,113.23,98.056,0.85833,0.83809,115.82,100.24,0.8676,0.84869,111.97,95.543,17,17,0.63949,0.23556,0.40394,17,0,16,0,0,0,0.92267,0,0,y,y,y,y,y,y,y,y,y,y,y,2,,,b
org_jap_1.1Ado_d164_m028,organic food consumption,Japan,1.1,Adoption over time,Organic retail sales share [%],%,b2,-0.064288,0.021425,0.00026198,2377.5,-68.356,0.0105,1.3888e-13,846.52,-0.51752,-3.1103e-11,-0.3,0.0034046,0.0025,0.082762,-0.084008,0.0032607,0.0021665,0.096216,-0.068109,0.0032367,0.0021581,14,14,1.3333,0.25714,1.0762,14,5,0,1,0,1,0.9408,1,1,n,y,y,y,m,m,y,y,m,n,m,2,drop at end,use lin fit,b
org_jap_2.5Var_d159_m001,organic food consumption,Japan,2.5,Variety (Choice Availability),Organic importers,#,b2,0.063175,0.061828,12.831,2076.6,69.56,10489,0.14158,1896.9,-25636,0.87536,0.8442,22.568,17.195,0.87536,0.85618,22.568,17.2,0.85613,0.834,24.246,19.168,16,16,0.028793,0.012966,0.015827,16,4,15,1,0,0,0.92128,0,0,y,y,y,y,y,y,y,m,y,m,y,2,,,b
org_jap_2.5Var_d161_m001,organic food consumption,Japan,2.5,Variety (Choice Availability),Organic processors,#,b2,0.077225,0.076676,162.52,2080.3,56.905,3.3162e+05,0.0022842,1835.7,-3.2521e+05,0.80931,0.76164,368.57,313.08,0.80931,0.77998,368.57,313.16,0.78781,0.75517,388.8,316.55,16,16,0.010135,0.0028074,0.0073277,16,4,15,1,0,0,0.91232,0,0,y,y,y,y,y,y,y,m,y,m,y,2,,,b
org_jap_2.5Var_d162_m001,organic food consumption,Japan,2.5,Variety (Choice Availability),Organic producers,#,b2,0.010488,0.010481,28.755,2705.6,418.99,4.416e+06,28.56,1566.1,-54785,0.031392,-0.19213,835,785.59,0.031395,-0.10698,835,785.57,0.027568,-0.11135,836.65,789.57,17,17,0.0010115,0.00048234,0.00052921,17,0,10,0,1,0,0.90768,0,0,n,y,y,y,y,y,y,m,m,n,m,4,,use lin fit,b
org_jap_3.5Mar_d074_m128,organic food consumption,Japan,3.5,Market Formation,CumulativeStartups,cum. # companies,b2,0.062542,0.026784,0.27563,2203.2,70.264,1.0944e+06,1550.8,1.5788e+05,-546.63,0.96109,0.95825,0.77493,0.67288,-1.7369,-1.8672,6.4996,5.1778,0.83016,0.82207,1.6191,1.4282,45,42,1.2793e-05,9.1375e-07,1.1879e-05,42,2,41,0,0,0,0.94319,0,1,y,y,y,y,y,y,y,m,y,m,y,,,,b
org_jap_3.5Mar_d126_m008,organic food consumption,Japan,3.5,Market Formation,NewStartups,# companies,b2,176.29,0.042812,0.011726,2004.1,0.024928,0.55,0.37184,2009.8,-23.164,0.10831,0.043064,0.55678,0.33556,0.078378,0.034492,0.56604,0.418,0.066708,0.022266,0.56962,0.42555,45,12,5.4545,1.8182,3.6364,40,5,39,1,0,1,0.2,0,1,n,y,y,m,m,m,m,y,m,n,m,,,,b
org_jap_3.5Mar_d171_m011,organic food consumption,Japan,3.5,Market Formation,PrivateEquityDeals,# deals,b2,1.0435,0.17232,0.040053,2018.2,4.2112,2.5479,7.0098,2029.1,-79.83,0.8035,0.78913,0.39819,0.14385,0.65225,0.63569,0.52972,0.25982,0.33532,0.30367,0.73235,0.50021,45,8,1.5699,0.39248,1.1774,8,3,7,1,0,1,0.78571,0,1,y,y,y,m,y,m,y,y,y,m,m,,,,b
org_jap_3.5Mar_d175_m027,organic food consumption,Japan,3.5,Market Formation,PrivateEquityInvestment,$ million,b2,1.0919,0.24061,0.060858,2019.8,4.0247,5.0082,6.2048,2024.4,-121.32,0.66259,0.6379,0.96719,0.36239,0.57843,0.55836,1.0811,0.48885,0.22532,0.18843,1.4655,0.90088,45,6,1.7451,0.069108,1.676,6,1,4,1,1,1,0.41316,0,1,m,y,y,m,y,m,m,y,m,m,m,,,,b
org_jap_3.5Mar_d200_m027,organic food consumption,Japan,3.5,Market Formation,TotalFundraisingAmount,$ million,b2,304,0.016149,0.16144,2011.1,0.014455,7.2328,1552.1,1.5775e+05,-321.11,0.12696,0.063083,8.5965,2.5692,-0.051579,-0.10165,9.4346,2.0895,0.051931,0.0067846,8.9583,3.2903,45,8,8.5036,0.047853,8.4558,13,12,4,0,1,1,0.021903,0,1,n,y,y,m,m,m,m,y,m,n,m,,,,b
org_jap_3.5Mar_d204_m011,organic food consumption,Japan,3.5,Market Formation,TotalFundraisingDeals,# deals,b2,0.6545,0.13681,0.055072,2017.4,6.7142,3.1262,6.2916,2028.3,-109.7,0.72018,0.69971,0.59593,0.24833,0.63997,0.62283,0.67596,0.3629,0.40308,0.37465,0.87039,0.64266,45,12,1.5994,0.31988,1.2795,29,3,28,1,0,1,0.73239,0,1,y,y,y,m,m,m,y,y,y,m,m,,,,b
org_jap_3.5Mar_d242_m156,organic food consumption,Japan,3.5,Market Formation,cumulative CumulativeStartups,cumulative cum. # companies,b2,0.080692,0.070764,4.7236,2037.5,54.459,912.5,0.063773,1907.9,-9384,0.99478,0.99439,4.6627,3.6883,0.9937,0.9934,5.1215,3.6769,0.9041,0.89954,19.979,16.275,45,42,0.25534,0.0010959,0.25425,42,0,41,0,0,1,0.93382,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_jap_3.5Mar_d243_m157,organic food consumption,Japan,3.5,Market Formation,Partial up to max CumulativeStartups,Partial up to max cum. # companies,b2,0.064144,0.024968,0.25596,2200.2,68.509,1.2294e+06,1551.2,1.5784e+05,-507.42,0.95115,0.9474,0.77715,0.67187,-1.8382,-1.9801,5.9239,4.7674,0.81603,0.80683,1.5082,1.2662,43,40,1.1387e-05,8.1338e-07,1.0574e-05,40,0,39,0,0,0,0.92843,0,1,y,y,y,y,y,y,y,m,y,m,y,,,,b
org_jap_3.5Mar_d244_m158,organic food consumption,Japan,3.5,Market Formation,cumulative NewStartups,cumulative # companies,b2,0.062542,0.026784,0.27563,2203.2,70.264,1.0944e+06,1550.8,1.5788e+05,-546.63,0.96109,0.95825,0.77493,0.67288,-1.7369,-1.8672,6.4996,5.1778,0.83016,0.82207,1.6191,1.4282,45,42,1.2793e-05,9.1375e-07,1.1879e-05,42,2,41,0,0,0,0.94319,0,1,y,y,y,y,y,y,y,m,y,m,y,,,,b
org_jap_3.5Mar_d245_m159,organic food consumption,Japan,3.5,Market Formation,Partial up to max NewStartups,Partial up to max # companies,b2,8.7635,4.6488,0.015428,2017.9,0.50145,8261.1,0.0070861,2015.7,-30.544,0.42095,0.36986,0.45883,0.21055,0.42093,0.38784,0.45884,0.21128,0.078729,0.026085,0.57875,0.41463,38,9,0.00036315,0.00012105,0.0002421,35,0,34,0,0,1,0.11765,0,1,m,y,y,m,m,m,m,m,m,m,m,,,,b
org_jap_3.5Mar_d246_m160,organic food consumption,Japan,3.5,Market Formation,cumulative PrivateEquityDeals,cumulative # deals,b2,0.72521,0.3023,0.16904,2021.1,6.0595,18.187,1.724,2016.2,-336.99,0.99761,0.99743,0.18752,0.076776,0.96591,0.96429,0.70763,0.36162,0.32811,0.29612,3.1415,2.2113,45,8,0.87975,0.054985,0.82477,8,0,7,0,0,0,0.80186,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_jap_3.5Mar_d247_m161,organic food consumption,Japan,3.5,Market Formation,Partial up to max PrivateEquityDeals,Partial up to max # deals,b2,0.50634,0.50632,0.027956,2043.5,8.6788,3.2084e+05,0.0047426,2007.9,-55.711,0.88343,0.87423,0.24183,0.088195,0.88343,0.87745,0.24183,0.088195,0.22886,0.18931,0.622,0.37269,42,5,1.2467e-05,3.1168e-06,9.3503e-06,5,0,4,0,0,1,0.3913,0,1,y,n,y,m,y,m,m,m,m,n,n,,,,b
org_jap_3.5Mar_d248_m162,organic food consumption,Japan,3.5,Market Formation,cumulative PrivateEquityInvestment,cumulative $ million,b2,0.80971,0.3915,0.19732,2022.1,5.4272,28.65,5.1748,2019.9,-393.41,0.99033,0.98962,0.49001,0.19621,0.9689,0.96742,0.87877,0.38655,0.26449,0.22946,4.2734,2.8128,45,6,0.8116,0.1176,0.694,6,0,5,0,0,1,0.72581,0,1,y,y,y,y,y,y,y,y,m,y,m,,,,b
org_jap_3.5Mar_d249_m163,organic food consumption,Japan,3.5,Market Formation,Partial up to max PrivateEquityInvestment,Partial up to max $ million,b2,0.465,0.46499,0.058658,2044.5,9.4505,1.7295e+05,6.265,2022.5,-116.93,0.7797,0.76318,0.77685,0.28646,0.7797,0.76896,0.77685,0.28646,0.20253,0.16363,1.4781,0.88963,44,5,5.0536e-05,2.0013e-06,4.8535e-05,5,0,3,0,1,1,0.26276,0,1,y,n,y,m,y,m,m,m,m,n,n,,,,b
org_jap_3.5Mar_d250_m162,organic food consumption,Japan,3.5,Market Formation,cumulative TotalFundraisingAmount,cumulative $ million,b2,6.8561,0.11299,2.0452,2011.8,0.64095,72.988,1.0878,1983,-4073.7,0.96774,0.96538,5.9742,2.6591,0.85111,0.84402,12.835,9.5864,0.63768,0.62043,20.021,17.606,45,13,1.2882,0.84267,0.44558,13,0,12,0,0,0,0.90733,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_jap_3.5Mar_d251_m163,organic food consumption,Japan,3.5,Market Formation,Partial up to max TotalFundraisingAmount,Partial up to max $ million,b2,14.242,0.032558,0.32891,2012.2,0.30856,1019.1,1548.6,1.5808e+05,-654.63,1,1,7.4418e-06,1.3347e-06,-0.03125,-0.1,10.707,1.8638,0.088235,0.027451,10.067,4.4651,33,1,0.060354,0.060354,0,1,0,0,0,0,,,0,1,y,n,m,m,m,m,m,m,m,n,n,,,,b
org_jap_3.5Mar_d252_m160,organic food consumption,Japan,3.5,Market Formation,cumulative TotalFundraisingDeals,cumulative # deals,b2,0.26039,,0.34756,2024.8,16.876,58.961,,,-692.33,0.98962,0.98886,0.64018,0.47315,,,,,0.51589,0.49284,4.3726,3.2601,45,29,0.42401,0.01696,0.40705,29,0,28,0,0,1,0.85032,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_jap_3.5Mar_d253_m161,organic food consumption,Japan,3.5,Market Formation,Partial up to max TotalFundraisingDeals,Partial up to max # deals,b2,0.33764,0.33763,0.044972,2054.1,13.015,3.1164e+05,6.3439,2022.1,-89.562,0.81814,0.80378,0.40627,0.17793,0.81814,0.80881,0.40627,0.17793,0.32739,0.2929,0.78132,0.52746,42,9,1.6044e-05,3.2089e-06,1.2836e-05,26,0,25,0,0,1,0.46667,0,1,y,y,y,m,m,m,m,m,y,m,m,,,,b
org_jap_4.1Kso_d213_m100,organic food consumption,Japan,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,b2,1.3768,0.035015,2.6932,2007.7,3.1917,72.986,1.3897,1907.7,-5365.8,0.75301,0.70943,14.949,12.157,0.22361,0.13734,26.504,22.046,0.29394,0.21549,25.275,21.254,21,18,1.3701,0.45346,0.91667,18,14,17,1,0,1,0.92638,0,1,y,y,y,y,y,y,y,y,m,y,m,,,,b
org_jap_4.1Kso_d239_m153,organic food consumption,Japan,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,b2,0.74068,0.54288,16.281,2010.1,5.933,204.38,0.00068878,1988.1,-32644,0.96151,0.92302,6.8567,5.1618,0.95602,0.93404,7.3292,5.7188,0.86803,0.80205,12.696,10.146,7,4,0.48928,0.16193,0.32735,4,0,3,0,0,0,0.58115,0,1,y,n,y,y,y,y,m,y,y,n,n,,,,b
