,adjustment,cluster,indicator,spatial,i_ID,j_ID,i_innovation,j_innovation,i_metric,j_metric,i_description,j_description,t0,Dt,K,R_square,R_square_adj,R_square_weighted,time_lag,slope_ratio
56,Original data,digital,1.1,Brazil,Brazil - social media - Individuals who participated in social networks in the last 3 months - %,Brazil - digital skills - aggregate of 3 time series: VoIP/messaging; content creation; programming - % of individuals doing activity X,social media,digital skills,%,% of individuals doing activity X,Individuals who participated in social networks in the last 3 months,aggregate of 3 time series: VoIP/messaging; content creation; programming,2015.1253213442856,18.347435722748333,58.584959765658226,0.45527736173813393,0.38422658283441224,0.0,-12.400000000000091,1.2508947745168215
57,Original data,digital,1.1,Brazil,Brazil - social media - Individuals who participated in social networks in the last 3 months - %,Brazil - e-commerce - Individuals purchasing or ordering goods or services - %,social media,e-commerce,%,%,Individuals who participated in social networks in the last 3 months,Individuals purchasing or ordering goods or services,2014.2924235163532,16.02212142729548,58.159661545296466,0.5082020374898873,0.43054972761986965,0.0,-3.0,0.7309421729582766
58,Original data,digital,1.1,Brazil,Brazil - social media - Individuals who participated in social networks in the last 3 months - %,Brazil - e-government - Taking part in online consultations or voting to define civic or political issues (% of individuals in last 3 months) - %,social media,e-government,%,%,Individuals who participated in social networks in the last 3 months,Taking part in online consultations or voting to define civic or political issues (% of individuals in last 3 months),2011.4675662054135,5.662293085547733,49.940149839973714,0.02815262705438537,-0.29579649726081936,0.0,,
59,Original data,digital,1.1,Brazil,Brazil - social media - Individuals who participated in social networks in the last 3 months - %,Brazil - email - Individuals who sent e-mails with attached files in the last 3 months - %,social media,email,%,%,Individuals who participated in social networks in the last 3 months,Individuals who sent e-mails with attached files in the last 3 months,2153.8028723112334,95.20757013392384,20048.461705914644,0.13098543608650304,-0.006227389794575489,0.0,-426.9000000000003,6.708575267527232
60,Original data,digital,1.1,Brazil,Brazil - social media - Individuals who participated in social networks in the last 3 months - %,Brazil - household internet access - Fixed broadband subscriptions (per 100 people) - %,social media,household internet access,%,%,Individuals who participated in social networks in the last 3 months,Fixed broadband subscriptions (per 100 people),2019.8333010264412,19.40286857887598,62.22213167073127,0.3265545934613332,0.2653322837759998,0.0,0.10000000000013642,0.6459960260616423
61,Original data,digital,1.1,Brazil,Brazil - social media - Individuals who participated in social networks in the last 3 months - %,Brazil - mobile broadband - aggregate of 2 time series: 3G coverage; 4G coverage - % of population covered by at least a {3G/4G} mobile network (%),social media,mobile broadband,%,% of population covered by at least a {3G/4G} mobile network (%),Individuals who participated in social networks in the last 3 months,aggregate of 2 time series: 3G coverage; 4G coverage,2008.4462024689976,2.4748425866614774,74.8966084812917,0.04467292181199822,-0.08559895248636562,0.0,6.200000000000728,0.18892147191178252
62,Original data,digital,1.1,Brazil,Brazil - social media - Individuals who participated in social networks in the last 3 months - %,Brazil - mobile/cellphone - aggregate of 3 time series: subscriptions; phone use; phone ownership - % of individuals who own/use/subscribe mobile cellular telephone,social media,mobile/cellphone,%,% of individuals who own/use/subscribe mobile cellular telephone,Individuals who participated in social networks in the last 3 months,aggregate of 3 time series: subscriptions; phone use; phone ownership,2004.0985299374806,7.543955082846206,79.72022724897205,0.8011976108596063,0.786997440206721,0.6959621820429183,9.69999999999959,0.29679638239602574
63,Original data,digital,1.1,Brazil,Brazil - social media - Individuals who participated in social networks in the last 3 months - %,Brazil - personal computer - households with a computer - %,social media,personal computer,%,%,Individuals who participated in social networks in the last 3 months,households with a computer,2019.9774021859198,19.86219448781962,63.40641424362575,0.30217808744050567,0.23239589618455625,0.0,9.499999999999318,0.3917063603250211
64,Original data,digital,1.1,Brazil,Brazil - social media - Individuals who participated in social networks in the last 3 months - %,Brazil - social media - Individuals who participated in social networks in the last 3 months - %,social media,social media,%,%,Individuals who participated in social networks in the last 3 months,Individuals who participated in social networks in the last 3 months,2014.7565078949776,31.434263384166815,88.38248704969324,0.986275156717119,0.9803930810244557,0.986275156717119,0.0,1.0
65,Original data,digital,1.1,Brazil,Brazil - world wide web - Individuals using the internet - %,Brazil - cloud computing & SaaS - International bandwith usage (Mb/s/cap) NORMALISED to sample MAX=1) - Mb/s/cap NORMALISED TO SAMPLE MAX,world wide web,cloud computing & SaaS,%,Mb/s/cap NORMALISED TO SAMPLE MAX,Individuals using the internet,International bandwith usage (Mb/s/cap) NORMALISED to sample MAX=1),2022.8447439563931,26.230425752523477,171.27692039550922,0.6555808994396692,0.6353209523478851,0.4963635601062745,0.8000000000004093,0.10685419173686322
66,Original data,digital,1.1,Brazil,Brazil - world wide web - Individuals using the internet - %,Brazil - digital (non-cash) payments - Individuals using internet banking (within last 3 months) - %,world wide web,digital (non-cash) payments,%,%,Individuals using the internet,Individuals using internet banking (within last 3 months),2013.8676967182091,29.39292187006774,77.7678189120028,0.625170051874313,0.5996134645021071,0.5927804020004704,-12.400000000000546,1.0367793724154704
67,Original data,digital,1.1,Brazil,Brazil - world wide web - Individuals using the internet - %,Brazil - digital skills - aggregate of 3 time series: VoIP/messaging; content creation; programming - % of individuals doing activity X,world wide web,digital skills,%,% of individuals doing activity X,Individuals using the internet,aggregate of 3 time series: VoIP/messaging; content creation; programming,2013.2273219707326,28.696313177259224,71.39445696010925,0.5723428497030505,0.5450455847904792,0.5275484256947478,-16.200000000000045,1.906853972798855
68,Original data,digital,1.1,Brazil,Brazil - world wide web - Individuals using the internet - %,Brazil - e-commerce - Individuals purchasing or ordering goods or services - %,world wide web,e-commerce,%,%,Individuals using the internet,Individuals purchasing or ordering goods or services,2011.2822450748656,24.433822589240982,68.48293509469431,0.6616716938499503,0.638067393420877,0.6272531551057876,-6.7999999999999545,1.1142423925546376
69,Original data,digital,1.1,Brazil,Brazil - world wide web - Individuals using the internet - %,Brazil - e-government - Taking part in online consultations or voting to define civic or political issues (% of individuals in last 3 months) - %,world wide web,e-government,%,%,Individuals using the internet,Taking part in online consultations or voting to define civic or political issues (% of individuals in last 3 months),2007.5757072377853,14.01759894965685,64.2018325513583,0.7523748436221287,0.7298634657695949,0.884620390886594,,
70,Original data,digital,1.1,Brazil,Brazil - world wide web - Individuals using the internet - %,Brazil - email - Individuals who sent e-mails with attached files in the last 3 months - %,world wide web,email,%,%,Individuals using the internet,Individuals who sent e-mails with attached files in the last 3 months,2006.542201854793,15.883257813339368,51.30443859491324,0.5778451379833429,0.5483924731914831,0.5827136303683549,-430.7000000000003,10.226498392437259
71,Original data,digital,1.1,Brazil,Brazil - world wide web - Individuals using the internet - %,Brazil - household internet access - Fixed broadband subscriptions (per 100 people) - %,world wide web,household internet access,%,%,Individuals using the internet,Fixed broadband subscriptions (per 100 people),2018.2546342219484,31.35157627535559,74.87958079794163,0.30874182368178094,0.2723598144018746,0.28191536629001757,-3.699999999999818,0.9847511667667855
72,Original data,digital,1.1,Brazil,Brazil - world wide web - Individuals using the internet - %,Brazil - mobile broadband - aggregate of 2 time series: 3G coverage; 4G coverage - % of population covered by at least a {3G/4G} mobile network (%),world wide web,mobile broadband,%,% of population covered by at least a {3G/4G} mobile network (%),Individuals using the internet,aggregate of 2 time series: 3G coverage; 4G coverage,2008.5186149891904,13.280651798176558,86.64198516476772,0.9122539212917987,0.9065313509412638,0.6390540471127071,2.400000000000773,0.28799037824835466
73,Original data,digital,1.1,Brazil,Brazil - world wide web - Individuals using the internet - %,Brazil - mobile/cellphone - aggregate of 3 time series: subscriptions; phone use; phone ownership - % of individuals who own/use/subscribe mobile cellular telephone,world wide web,mobile/cellphone,%,% of individuals who own/use/subscribe mobile cellular telephone,Individuals using the internet,aggregate of 3 time series: subscriptions; phone use; phone ownership,2006.3543053123285,12.43322720901339,85.72362952706027,0.8665140243700744,0.8604464800232596,0.8399279551285342,5.899999999999636,0.4524340275566313
74,Original data,digital,1.1,Brazil,Brazil - world wide web - Individuals using the internet - %,Brazil - personal computer - households with a computer - %,world wide web,personal computer,%,%,Individuals using the internet,households with a computer,2019.6239019450968,33.70011060033952,82.00633501812136,0.29577875808229004,0.2566553557535284,0.2997399771335814,5.699999999999363,0.5971140375455312
75,Original data,digital,1.1,Brazil,Brazil - world wide web - Individuals using the internet - %,Brazil - social media - Individuals who participated in social networks in the last 3 months - %,world wide web,social media,%,%,Individuals using the internet,Individuals who participated in social networks in the last 3 months,2010.7816246707894,22.15234934135123,79.95862037546453,0.9476385952021853,0.9438984948594843,0.758122847337997,-3.7999999999999545,1.524391988555079
76,Original data,digital,1.1,Brazil,Brazil - world wide web - Individuals using the internet - %,Brazil - world wide web - Individuals using the internet - %,world wide web,world wide web,%,%,Individuals using the internet,Individuals using the internet,2010.9952506500263,20.620523349211833,88.39788074750581,0.9905529685682354,0.98963873972,0.9905529685682354,0.0,1.0
77,Original data,digital,1.1,Germany,Germany - cloud computing & SaaS - International bandwith usage (Mb/s/cap) NORMALISED to sample MAX=1) - Mb/s/cap NORMALISED TO SAMPLE MAX,Germany - cloud computing & SaaS - International bandwith usage (Mb/s/cap) NORMALISED to sample MAX=1) - Mb/s/cap NORMALISED TO SAMPLE MAX,cloud computing & SaaS,cloud computing & SaaS,Mb/s/cap NORMALISED TO SAMPLE MAX,Mb/s/cap NORMALISED TO SAMPLE MAX,International bandwith usage (Mb/s/cap) NORMALISED to sample MAX=1),International bandwith usage (Mb/s/cap) NORMALISED to sample MAX=1),2006.6164397003272,7.116394098603952,0.0983554418355032,0.9395664047188406,0.9274796856626086,0.9395664047188406,0.0,1.0
