Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,n_data_points,n_non_zero_data_points,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae, GN scoring ,GN comments,CW scoring,page,Code,Criterion,Counts, 
ene_net_1.1Ado_d93_m13,Energy community,Netherlands,1.1,Adoption over time,Energy community members,# members,s6,8,8,0.27763,0.12664,11742,2019.4,15.828,1.79E+05,2.42E-06,1827.5,-2.36E+07,0.99324,0.98818,2220.7,1726.3,0.97498,0.96497,4273.6,3741.4,0.99174,0.98844,2455,1866.4, 1 ,,,285,ene_net_1.1Ado_d93_m13,,,
ene_net_1.1Ado_d93_m65,Energy community,Netherlands,1.1,Adoption over time,Energy community members,% of households,s6,8,8,0.28641,0.11767,0.0013669,2018.7,15.343,0.02055,6.5906,2073.9,-2.7491,0.99151,0.98514,0.00029025,0.00022928,0.96817,0.95544,0.0005619,0.00049324,0.98879,0.98431,0.00033348,0.00024501, 1 ,,,286,ene_net_1.1Ado_d93_m65,,,
ene_net_1.1Ado_d94_m19,Energy community,Netherlands,1.1,Adoption over time,Energy community projects,# projects,s6,38,36,0.49977,0.23193,22.417,2019.4,8.7929,1525.4,5.82E-05,1949.5,-44757,0.99863,0.99851,13.044,9.8336,0.97573,0.97434,54.871,33.714,0.48711,0.45781,252.24,200.85, 1 ,,,287,ene_net_1.1Ado_d94_m19,,,
ene_net_2.1Lea_d209_m132,Energy community,Netherlands,2.1,Interdependence with Hardware,avg size of new project in year,kW,s6,38,28,1.5137,0.013863,17.342,1999.8,2.9031,1189.4,8.203,1673.9,-33956,0.096327,0.016591,1388.5,803.22,0.010996,-0.045518,1452.5,839.34,0.016953,-0.039221,1448.2,830.37, 3 ,,"volatile, use lin fit",288,ene_net_2.1Lea_d209_m132,,,
ene_net_2.1Lea_d214_m132,Energy community,Netherlands,2.1,Interdependence with Hardware,max size of new project in year,kW,s6,38,28,1.5562,0.10981,400.62,2015.9,2.8239,15906,0.0002599,1858.9,-7.99E+05,0.59111,0.55503,4518.2,2230.7,0.47491,0.4449,5120,2811,0.38657,0.35152,5534,3640.4, 3 ,,ok,289,ene_net_2.1Lea_d214_m132,,,
ene_net_2.1Lea_d215_m132,Energy community,Netherlands,2.1,Interdependence with Hardware,min size of new project in year,kW,s6,38,28,-48.988,0.00054481,0.51406,2010.9,-0.089705,812.36,231.81,461.69,-493.08,0.105,0.026026,1113.4,631.86,1.30E-05,-0.057129,1176.9,742.34,2.29E-05,-0.057119,1176.9,742.48, 3 ,,"volatile, use lin fit",290,ene_net_2.1Lea_d215_m132,,,
ene_net_2.5Var_d181_m30,Energy community,Netherlands,2.5,Variety (Choice Availability),Share of PV in new projects,% PV in new projects,s6,38,13,0.4242,0.0027437,0.018496,2012.2,10.359,0.59047,1554.7,1.58E+05,-36.904,0.65405,0.62353,0.1678,0.084543,-0.36125,-0.43904,0.33285,0.17147,0.50546,0.4772,0.20062,0.15484, 3 ,,"volatile, use lin fit",291,ene_net_2.5Var_d181_m30,,,
ene_net_2.5Var_d188_m91,Energy community,Netherlands,2.5,Variety (Choice Availability),Share of wind in new projects,% wind in new projects,s6,38,27,-0.42394,0.0046022,0.0031692,2023.2,-10.366,0.59298,0.31232,1875.8,-5.7873,0.021697,-0.064624,0.42548,0.38428,0.0053589,-0.051478,0.42902,0.40026,0.0065268,-0.050243,0.42876,0.40032, 3 ,,"don't use, too volatile",292,ene_net_2.5Var_d188_m91,,,
ene_net_2.9Int_d92_m103,Energy community,Netherlands,2.9,Interdependence with Hardware,Energy community installed capacity,MW,s6,38,36,0.34126,0.22424,11.727,2021.9,12.877,1196.4,2.66E-05,1946.5,-23409,0.99405,0.99352,13.683,9.6689,0.98836,0.9877,19.135,10.605,0.52567,0.49857,122.15,95.08, 1 ,,,293,ene_net_2.9Int_d92_m103,,,
fir_afr_1.1Ado_d208_m16,firm ESG reporting,Africa,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,14,14,0.81416,0.13421,14.679,2009.1,5.3975,164.41,0.021638,1948.3,-29408,0.92688,0.90495,17.643,13.628,0.69932,0.64465,35.777,29.807,0.82252,0.79025,27.487,21.531, 4 ,,"ok, use logfit",294,fir_afr_1.1Ado_d208_m16,,,
fir_asi_1.1Ado_d208_m16,firm ESG reporting,Asia,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,17,17,0.31003,0.22678,88.777,2016,14.174,3119.2,6.22E-07,1920.4,-1.78E+05,0.98924,0.98676,49.341,33.306,0.98343,0.98106,61.239,49.608,0.83573,0.81227,192.82,165.17, 1 ,,,295,fir_asi_1.1Ado_d208_m16,,,
fir_eur_1.1Ado_d208_m16,firm ESG reporting,Europe,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,18,18,0.39011,0.14434,96.989,2009.4,11.265,1559.2,0.00033469,1909,-1.94E+05,0.99302,0.99152,43.072,31.086,0.92397,0.91383,142.13,124.28,0.953,0.94673,111.75,95.481, 1 ,,,296,fir_eur_1.1Ado_d208_m16,,,
fir_glo_1.1Ado_d10_m62,firm ESG reporting,global,1.1,Adoption over time,% of S&P 500 companies with sustainability reporting (all standards),% of companies,m13,8,8,1.4836,0.099929,0.078333,2011.7,2.962,0.82645,6.1069,2036.5,-157.11,0.98518,0.97407,0.025678,0.021026,0.63994,0.49592,0.12657,0.096799,0.72402,0.61363,0.11081,0.090833, 1 ,,,297,fir_glo_1.1Ado_d10_m62,,,
fir_glo_1.1Ado_d177_m16,firm ESG reporting,global,1.1,Adoption over time,S&P 500 companies with sustainability reporting (all standards),# of companies,m13,8,8,0.037508,0.037475,14.167,2205.3,117.16,4.91E+05,0.66472,1844.9,-28155,0.42832,-0.00043287,37.793,22.688,0.42833,0.19966,37.793,22.688,0.42172,0.19041,38.01,22.708, 1 ,,,298,fir_glo_1.1Ado_d177_m16,,,
fir_glo_1.1Ado_d190_m62,firm ESG reporting,global,1.1,Adoption over time,"Sustainability reporting by world's 250 largest companies by revenue (all standards, GRI, SASB, etc.)",% of companies,m13,10,10,0.26388,0.0034447,0.026831,2001.9,16.653,0.9715,1554.8,1.58E+05,-53.17,0.97945,0.96918,0.031167,0.026025,-13.268,-17.345,0.8213,0.792,0.80341,0.74724,0.096406,0.083465, 1 ,,,299,fir_glo_1.1Ado_d190_m62,,,
fir_glo_1.1Ado_d208_m16,firm ESG reporting,global,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,18,18,0.41225,0.17582,281.79,2010.9,10.66,4910.3,6.87E-06,1899.9,-5.64E+05,0.99478,0.99366,110.77,64.357,0.94854,0.94168,347.69,306.86,0.90984,0.89782,460.21,397.87, 1 ,,,300,fir_glo_1.1Ado_d208_m16,,,
fir_glo_4.2Kme_d103_m96,firm ESG reporting,global,4.2,Knowledge flows,"Frequency of the word ""GRI"" in a corpus (books, internet)",Frequency index to max=1,m13,26,26,-0.3441,-0.002909,-0.041241,2004.3,-12.771,1.1094,-1543.8,-1.53E+05,83.241,0.97137,0.96746,0.058392,0.048674,-1.129,-1.3141,0.5035,0.36666,0.80343,0.78634,0.15299,0.13686, 1 ,,,301,fir_glo_4.2Kme_d103_m96,,,
fir_lam_1.1Ado_d208_m16,firm ESG reporting,LatinAmericaCarib,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,15,15,0.5071,0.19578,57.404,2011.1,8.6658,758.76,0.00012778,1936,-1.15E+05,0.97079,0.96282,44.328,33.603,0.90923,0.8941,78.14,71.529,0.91445,0.90019,75.857,60.382, 1 ,,,302,fir_lam_1.1Ado_d208_m16,,,
fir_nor_1.1Ado_d208_m16,firm ESG reporting,North America,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,17,17,0.32091,0.32089,56.752,2053.4,13.694,1.97E+08,1.83E-06,1952.7,-1.14E+05,0.81114,0.76756,155.24,96.139,0.81114,0.78416,155.24,96.139,0.60579,0.54947,224.28,144.51, 2 ,1 high pt,,303,fir_nor_1.1Ado_d208_m16,,,
fir_oce_1.1Ado_d208_m16,firm ESG reporting,Oceania,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,13,13,0.98284,0.14987,15.769,2009.6,4.4712,159.32,0.013574,1952.3,-31609,0.94495,0.9266,15.013,11.487,0.73485,0.68182,32.947,28.093,0.85037,0.82044,24.75,19.621, 3 ,,"ok, use",304,fir_oce_1.1Ado_d208_m16,,,
foo_glo_1.1Ado_d106_m135,food waste reduction,Global,1.1,Adoption over time,"Global edible food waste per capita, total",kg/capita,m3,8,8,0.059404,0.059402,5.2424,2194,73.976,3.59E+06,0.16291,1909.3,-10474,0.79884,0.64798,10.484,8.6773,0.79884,0.71838,10.484,8.6768,0.74183,0.63856,11.878,10.233, 2 ,,,305,foo_glo_1.1Ado_d106_m135,,,
foo_usa_1.1Ado_d101_m134,food waste reduction,USA,1.1,Adoption over time,Food waste generated in the US,kg per capita,m3,11,11,-0.0025989,-0.0025644,-0.39307,381.31,-1690.9,11487,275.51,1808.5,954.21,0.0045503,-0.42207,21.891,16.432,0.0045539,-0.24431,21.891,16.433,0.0043233,-0.2446,21.894,16.421, 3 ,,"ok, use lin fit",306,foo_usa_1.1Ado_d101_m134,,,
low_ger_1.1Ado_d164_m141,low-carbon long distance travel,Germany,1.1,Adoption over Time,Passengers carried in railways,million passenger-km,b4,26,26,0.050687,0.011034,906.21,1982.6,86.697,1.05E+05,55.652,1347.7,-1.74E+06,0.45066,0.37576,7568.6,4304.4,0.43735,0.38842,7659.8,4026,0.44299,0.39455,7621.3,4088.5, 1 ,covid,,307,low_ger_1.1Ado_d164_m141,,,
low_ger_4.5Inf_d227_m117,low-carbon long distance travel,Germany,4.5,Physical Infrastructure dependence,rail infrastructure,Total route-km,b4,19,19,-0.0074789,-0.007478,-262.09,792.13,-587.58,3.16E+08,65368,1926.5,5.62E+05,0.8408,0.80897,1052.5,846.02,0.84081,0.82091,1052.5,846.06,0.82777,0.80624,1094.7,870.48, 1 ,,,308,low_ger_4.5Inf_d227_m117,,,
mic_ban_1.1Ado_d108_m119,Microfinance,Bangladesh,1.1,Adoption over time,Gross lender loan portfolio,USD,m10,20,20,0.26177,,3.45E+08,2012.2,16.787,7.37E+09,,,-6.91E+11,0.8967,0.87733,6.87E+08,4.34E+08,,,,,0.86634,0.85062,7.82E+08,5.74E+08, 1 ,,,309,mic_ban_1.1Ado_d108_m119,,,
mic_ban_1.1Ado_d133_m108,Microfinance,Bangladesh,1.1,Adoption over time,Number of active borrowers,No.,m10,20,20,0.72066,0.029125,6.26E+05,2002.6,6.0978,2.07E+07,3.7703,1483.1,-1.24E+09,0.70161,0.64566,3.54E+06,2.45E+06,0.25099,0.16287,5.62E+06,4.64E+06,0.30989,0.2287,5.39E+06,4.26E+06, 2 ,,,310,mic_ban_1.1Ado_d133_m108,,,
mic_ban_2.1Lea_d149_m29,Microfinance,Bangladesh,2.1,Learning,Operating expense / loan portfolio,%,m10,20,20,-0.14796,-0.046804,-0.9463,2012.8,-29.7,31.278,33.675,1996.5,1920.5,0.18682,0.034348,11.664,6.446,0.16832,0.070479,11.796,6.125,0.17795,0.081242,11.728,6.2689, 2 ,,,311,mic_ban_2.1Lea_d149_m29,,,
mic_ban_2.7Gra_d53_m29,Microfinance,Bangladesh,2.7,Granularity (Unit Size),Average loan balance per borrower / GNI per capita,%,m10,19,19,-0.079616,-0.00065867,-0.013323,2332,-55.196,23.376,28.538,1706.1,50.142,-1.94E-12,-0.2,7.1304,6.2112,0.00012106,-0.12486,7.1299,6.2079,0.00010474,-0.12488,7.13,6.2084, 3 ,,"reversal, use partial pre-peak",312,mic_ban_2.7Gra_d53_m29,,,
mic_ban_3.2Adc_d67_m29,Microfinance,Bangladesh,3.2,Adopter Characteristics,Clients below poverty line,%,m10,12,12,44.595,0.065657,963.61,2014.2,0.098541,18328,0.013312,1811.5,-1.93E+06,0.13154,-0.19413,23124,11981,0.0096756,-0.2104,24693,13766,0.017971,-0.20026,24590,13473, 2 ,1 pt high,,313,mic_ban_3.2Adc_d67_m29,,,
mic_ban_3.2Adc_d97_m29,Microfinance,Bangladesh,3.2,Adopter characteristics,Female borrowers,%,m10,20,20,0.60372,0.0022069,0.20528,1996.9,7.2789,92.033,30.925,1522.6,-321.94,0.534,0.44662,2.8784,2.1874,0.076736,-0.031883,4.0516,3.1103,0.078808,-0.029567,4.0471,3.1075, 2 ,,,314,mic_ban_3.2Adc_d97_m29,,,
mic_ind_1.1Ado_d108_m119,Microfinance,India,1.1,Adoption over time,Gross lender loan portfolio,USD,m10,20,20,0.28139,,1.08E+09,2053.7,15.617,4.66E+14,,,-2.16E+12,0.97872,0.97473,1.08E+09,7.39E+08,,,,,0.69892,0.6635,4.08E+09,3.14E+09, 1 ,,,315,mic_ind_1.1Ado_d108_m119,,,
mic_ind_1.1Ado_d133_m108,Microfinance,India,1.1,Adoption over time,Number of active borrowers,No.,m10,20,20,0.76611,0.10385,2.39E+06,2008.8,5.7361,3.42E+07,1.12E-06,1717.7,-4.79E+09,0.95106,0.94188,3.31E+06,2.36E+06,0.71504,0.68151,7.99E+06,6.90E+06,0.85107,0.83355,5.78E+06,4.42E+06, 2 ,,,316,mic_ind_1.1Ado_d133_m108,,,
mic_ind_2.1Lea_d149_m29,Microfinance,India,2.1,Learning,Operating expense / loan portfolio,%,m10,19,19,-0.097127,-0.097124,-1.7487,1899.9,-45.244,7.81E+05,36.738,2002.5,3535.4,0.70764,0.64917,6.543,4.6892,0.70764,0.6711,6.543,4.6892,0.62651,0.57982,7.3954,6.1483, 1 ,,,317,mic_ind_2.1Lea_d149_m29,,,
mic_ind_2.7Gra_d53_m29,Microfinance,India,2.7,Granularity (Unit Size),Average loan balance per borrower / GNI per capita,%,m10,19,19,-0.03725,-0.037249,-0.55212,1733.1,-117.97,4.58E+05,28.846,1992.8,1125.3,0.58088,0.49706,2.6787,2.2851,0.58088,0.52849,2.6787,2.2851,0.53415,0.47592,2.8241,2.4435, 2 ,,,318,mic_ind_2.7Gra_d53_m29,,,
mic_ind_3.2Adc_d67_m29,Microfinance,India,3.2,Adopter Characteristics,Clients below poverty line,%,m10,12,12,-0.25147,-0.034056,-2.0676,2021.4,-17.475,70.752,103.15,1997.5,4223.3,0.31513,0.0583,10.6,7.3694,0.30745,0.15356,10.66,7.9598,0.31049,0.15726,10.636,7.8444, 4 ,,"reversal, use partial pre-peak",319,mic_ind_3.2Adc_d67_m29,,,
mic_ind_3.2Adc_d97_m29,Microfinance,India,3.2,Adopter Characteristics,Female borrowers,%,m10,20,20,0.047256,0.0064388,0.60352,1970.3,92.991,108.44,12.562,1698,-1119.4,0.8591,0.83268,1.4153,1.1371,0.84905,0.83129,1.4649,1.1502,0.85194,0.83452,1.4508,1.1491, 1 ,,,320,mic_ind_3.2Adc_d97_m29,,,
mic_nig_1.1Ado_d108_m119,Microfinance,Nigeria,1.1,Adoption over time,Gross lender loan portfolio,USD,m10,19,19,0.92312,0.16435,1.73E+08,2012.6,4.7604,2.77E+09,1.24E-33,1424.4,-3.46E+11,0.62978,0.55573,8.93E+08,4.95E+08,0.40055,0.32562,1.14E+09,8.21E+08,0.41621,0.34324,1.12E+09,8.91E+08, 4 ,,"reversal, use partial pre-peak",321,mic_nig_1.1Ado_d108_m119,,,
mic_nig_1.1Ado_d133_m108,Microfinance,Nigeria,1.1,Adoption over time,Number of active borrowers,No.,m10,19,19,34.918,0.10728,1.14E+05,2008,0.12585,1.56E+06,7.06E-06,1771.8,-2.27E+08,0.65409,0.58491,4.97E+05,3.21E+05,0.48151,0.4167,6.08E+05,3.44E+05,0.5418,0.48453,5.72E+05,3.28E+05, 2 ,1 high pt,,322,mic_nig_1.1Ado_d133_m108,,,
mic_nig_2.1Lea_d149_m29,Microfinance,Nigeria,2.1,Learning,Operating expense / loan portfolio,%,m10,19,19,-0.070794,-0.070792,-2.8565,1851.4,-62.074,3.06E+06,88.156,1999.1,5786,0.47256,0.36707,17.75,12.407,0.47256,0.40663,17.75,12.407,0.40976,0.33598,18.777,12.753, 2 ,,,323,mic_nig_2.1Lea_d149_m29,,,
mic_nig_2.7Gra_d53_m29,Microfinance,Nigeria,2.7,Granularity (Unit Size),Average loan balance per borrower / GNI per capita,%,m10,19,19,0.40305,0.050106,2.6136,2005,10.903,58.121,1.1883,1938.8,-5209.7,0.16541,-0.001503,37.599,20.421,0.096723,-0.016187,39.116,22.719,0.12098,0.011104,38.587,21.682, 4 ,,"reversal, use partial pre-peak",324,mic_nig_2.7Gra_d53_m29,,,
mic_nig_3.2Adc_d67_m29,Microfinance,Nigeria,3.2,Adopter Characteristics,Clients below poverty line,%,m10,7,7,-0.45942,-0.020618,-0.92266,2019.7,-9.5652,46.733,67.74,1990.4,1899.9,0.15412,-0.69176,8.6057,7.1053,0.10624,-0.34065,8.8459,7.7713,0.11033,-0.3345,8.8256,7.7549, 3 ,,"reversal, use partial pre-peak",325,mic_nig_3.2Adc_d67_m29,,,
mic_nig_3.2Adc_d97_m29,Microfinance,Nigeria,3.2,Adopter Characteristics,Female borrowers,%,m10,19,19,-0.018645,-0.018638,-1.2788,1588.3,-235.69,1.77E+05,79.689,2001.5,2638.9,0.45519,0.34623,7.7194,5.9172,0.45519,0.38709,7.7193,5.9172,0.44858,0.37966,7.766,5.9295, 2 ,,,326,mic_nig_3.2Adc_d97_m29,,,
non_glo_1.1Ado_d120_m116,non-cash transactions,Global,1.1,Adoption over time,Market size of payments worldwide (also by world region),Total payments revenue (trillion $),s9,18,18,0.05318,0.053179,0.078638,2218.1,82.633,74313,5.3468,2038.7,-156.88,0.93429,0.92021,0.11009,0.079115,0.93429,0.92553,0.11009,0.079114,0.90244,0.88943,0.13414,0.10636, 1 ,,,327,non_glo_1.1Ado_d120_m116,,,
non_glo_1.1Ado_d136_m110,non-cash transactions,Global,1.1,Adoption over time,Number of digital payments worldwide (also by world region),Number (billion) of cashless transactions,s9,11,11,,0.14478,97.965,,,,0.00013235,1911.7,-1.97E+05,,,,,0.9971,0.99638,17.136,14.294,0.94764,0.93455,72.819,64.157, 1 ,,,328,non_glo_1.1Ado_d136_m110,,,
non_glo_4.2Kme_d145_m98,non-cash transactions,Global,4.2,Knowledge flows,"Number of times ""cashless society"" appears in the Google Ngram corpus between 2005 and 2022","Indexed to ""digital payments"" (100=2022)",s9,18,18,0.056973,0.0037254,0.029582,2215.2,77.132,50936,1554.7,1.58E+05,-59.017,0.83929,0.80485,0.070611,0.06118,-10.687,-12.245,0.60215,0.57581,0.75925,0.72715,0.086424,0.078725, 1 ,,,329,non_glo_4.2Kme_d145_m98,,,
non_glo_4.2Kme_d146_m98,non-cash transactions,Global,4.2,Knowledge flows,"Number of times ""cashless"" appears in the Google Ngram corpus between 2005 and 2022","Indexed to ""digital payments"" (100=2022)",s9,18,18,0.065415,0.065414,1.0684,2189.6,67.178,1.82E+06,0.9968,1969.2,-2131.7,0.64641,0.57064,4.5872,3.9974,0.64641,0.59926,4.5872,3.9974,0.51632,0.45183,5.365,4.7798, 4 ,,"reversal, use partial post-minimum",330,non_glo_4.2Kme_d146_m98,,,
non_glo_4.2Kme_d147_m98,non-cash transactions,Global,4.2,Knowledge flows,"Number of times ""digital payments"" appears in the Google Ngram corpus between 2005 and 2022","Indexed to ""digital payments"" (100=2022)",s9,18,18,0.6012,0.24541,5.8245,2019.3,7.3094,109.42,0.052774,1991.8,-11707,0.99866,0.99837,1.2518,0.92611,0.95587,0.94999,7.1787,5.7979,0.78189,0.75281,15.96,14.427, 1 ,,,331,non_glo_4.2Kme_d147_m98,,,
non_swe_1.1Ado_d165_m40,non-cash transactions,Sweden,1.1,Adoption over time,Percentage of people who paid cash for their last in-store purchase,% most recent in-store purchase in cash,s9,8,8,-0.1361,-0.1361,-2.3454,1933.9,-32.288,1.25E+06,32.654,2011.5,4749.2,0.97251,0.95189,1.8215,1.4168,0.97251,0.96151,1.8215,1.4168,0.88242,0.83539,3.7669,3.4568, 1 ,,,332,non_swe_1.1Ado_d165_m40,,,
non_swe_4.5Inf_d117_m111,non-cash transactions,Sweden,4.5,Physical Infrastructure Dependence,"Locations for deposit of daily takings, number per type of service",Number of locations for depositing daily cash takings,s9,8,8,-0.13897,-0.13897,-160.76,1932.1,-31.622,2.23E+08,2194.4,2015.1,3.26E+05,0.93911,0.89344,97.554,81.209,0.93911,0.91475,97.554,81.209,0.86814,0.81539,143.56,116.1, 1 ,,,333,non_swe_4.5Inf_d117_m111,,,
non_swe_4.5Inf_d140_m112,non-cash transactions,Sweden,4.5,Physical Infrastructure Dependence,"Number of locations for cash withdrawals, deposits of daily takings and over-the-counter payments",Number of locations for withdrawing/using/depositing cash,s9,8,8,,-0.08989,-506.64,,,,9657.1,2013.5,1.03E+06,,,,,0.98933,0.98506,121.56,110.9,0.9732,0.96248,192.65,181.09, 1 ,,,334,non_swe_4.5Inf_d140_m112,,,
non_uki_1.1Ado_d224_m32,non-cash transactions,United Kingdom,1.1,Adoption over time,proportion of cash payment methods to all payment methods (point of sale),% cash payments as total number of PoS payments,s9,6,6,-0.48592,-0.15569,-2.7,2020.9,-9.0435,27.773,31.728,2015.4,5470.4,0.67932,0.19829,3.7385,3.1259,0.61894,0.36489,4.0753,3.0505,0.65048,0.41746,3.903,3.2, 2 ,,,335,non_uki_1.1Ado_d224_m32,,,
non_uki_1.1Ado_d225_m33,non-cash transactions,United Kingdom,1.1,Adoption over time,proportion of cash payments to all payment types (in store PoS),% cash payments as total number of in-store PoS payments,s9,22,22,-0.12968,-0.056555,-1.7994,2010.8,-33.887,60.499,51.031,2000.5,3648.4,0.99267,0.99145,0.97935,0.82165,0.96514,0.96148,2.136,1.6616,0.99556,0.99509,0.76239,0.66159, 1 ,,,336,non_uki_1.1Ado_d225_m33,,,
non_uki_1.1Ado_d226_m34,non-cash transactions,United Kingdom,1.1,Adoption over time,proportion of cash payments to all payment types (total numbers),% cash payments of total number of payments,s9,15,15,-0.31988,-0.093685,-3.6731,2017.7,-13.738,60.898,65.763,2008.8,7441,0.99245,0.99039,1.4025,1.1462,0.89962,0.88289,5.1134,4.5971,0.96684,0.96131,2.9391,2.5887, 1 ,,,337,non_uki_1.1Ado_d226_m34,,,
non_uki_2.5Var_d216_m75,non-cash transactions,United Kingdom,2.5,Variety,most used e-commerce payment methods,% online shopping payments by credit or debit card,s9,7,7,-0.80554,-0.0093825,-0.47464,2025.7,-5.4553,50.476,81.155,1966.2,1007.8,0.61444,0.22889,1.3453,1.1348,0.26329,-0.10507,1.8596,1.7138,0.27034,-0.094494,1.8507,1.7081, 1 ,,,338,non_uki_2.5Var_d216_m75,,,
non_uki_2.5Var_d216_m76,non-cash transactions,United Kingdom,2.5,Variety,most used e-commerce payment methods,% online shopping payments by e-wallet,s9,7,7,0.067578,0.06757,2.0072,2154.1,65.028,2.66E+05,5.0827,1993.3,-4023.5,0.94472,0.88943,1.1577,0.93824,0.94472,0.91708,1.1577,0.93824,0.93604,0.90406,1.2453,1.0207, 1 ,,,339,non_uki_2.5Var_d216_m76,,,
non_uki_2.9Int_d48_m149,non-cash transactions,United Kingdom,2.9,Interdependence (with hardware),Annual credit card and debit cards issued,total number of credit cards and debit cards in circulation,s9,23,23,0.31696,0.0125,1.88E+06,1997.9,13.864,1.55E+08,5.4341,643.48,-3.64E+09,0.9495,0.94153,3.34E+06,2.83E+06,0.67878,0.64665,8.42E+06,6.57E+06,0.70622,0.67684,8.05E+06,6.32E+06, 1 ,,,340,non_uki_2.9Int_d48_m149,,,
non_uki_4.5Inf_d141_m115,non-cash transactions,United Kingdom,4.5,Physical Infrastructure Dependence,Number of point of sale (PoS) terminals,Total number of POS terminals,s9,11,11,0.38911,0.045006,1.09E+05,2011.6,11.293,2.68E+06,0.051052,1626.2,-2.18E+08,0.78363,0.69091,2.00E+05,1.56E+05,0.59382,0.49228,2.74E+05,2.21E+05,0.64165,0.55206,2.58E+05,1.99E+05, 2 ,,,341,non_uki_4.5Inf_d141_m115,,,
non_usa_1.1Ado_d186_m31,non-cash transactions,United States,1.1,Adoption over time,Share of payment instrument use for all payments,% cash payments as % of all payments,s9,8,8,-0.13854,-0.10211,-2.3473,2011.5,-31.719,91.405,40.789,2013.7,4763.5,0.93706,0.88985,1.3997,1.0635,0.93577,0.91008,1.414,1.0382,0.92925,0.90095,1.484,1.1051, 1 ,,,342,non_usa_1.1Ado_d186_m31,,,
non_usa_3.2Adc_d184_m77,non-cash transactions,United States,3.2,Adopter characteristics,Share of cash and credit card payments by age group,% payments by cash (18-24 age group),s9,8,8,-0.53514,-0.1317,-3.5332,2021.1,-8.2118,37.393,44.764,2014.7,7160.1,0.8691,0.77092,3.2397,2.8477,0.75869,0.66216,4.3986,3.7435,0.81741,0.74438,3.8262,3.267, 1 ,,,343,non_usa_3.2Adc_d184_m77,,,
non_usa_3.2Adc_d184_m78,non-cash transactions,United States,3.2,Adopter characteristics,Share of cash and credit card payments by age group,% payments by cash (25-54 age group),s9,8,8,-0.1386,-0.1386,-2.6339,1943,-31.706,7.54E+05,34.065,2015.2,5338.8,0.95517,0.92154,1.329,1.0921,0.95517,0.93723,1.329,1.0921,0.92453,0.89434,1.7243,1.3716, 1 ,,,344,non_usa_3.2Adc_d184_m78,,,
non_usa_3.2Adc_d184_m79,non-cash transactions,United States,3.2,Adopter characteristics,Share of cash and credit card payments by age group,% payments by cash (55 and older age group),s9,8,8,-0.19102,-0.066558,-1.9052,2022.5,-23.005,44.514,48.785,2011.1,3875.8,0.86744,0.76803,1.7121,1.3619,0.85127,0.79178,1.8135,1.4205,0.86182,0.80655,1.748,1.4009, 1 ,,,345,non_usa_3.2Adc_d184_m79,,,
non_usa_3.2Adc_d185_m80,non-cash transactions,United States,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $100,000 – $149,999)",s9,8,8,-0.15379,-0.15378,-1.2896,1949.9,-28.575,3.79E+05,15.957,2015.4,2613.4,0.80614,0.66074,1.5036,1.1405,0.80614,0.72859,1.5036,1.1406,0.74862,0.64807,1.7122,1.3704, 1 ,,,346,non_usa_3.2Adc_d185_m80,,,
non_usa_3.2Adc_d185_m81,non-cash transactions,United States,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $25,000 – $49,999)",s9,8,8,-0.098356,-0.098352,-0.99516,1915.8,-44.679,2.78E+05,14.544,2016.1,2020.4,0.76807,0.59412,1.2864,1.0657,0.76807,0.6753,1.2864,1.0657,0.72865,0.62011,1.3915,1.2058, 1 ,,,347,non_usa_3.2Adc_d185_m81,,,
non_usa_3.2Adc_d185_m82,non-cash transactions,United States,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $50,000 – $74,999)",s9,8,8,-0.11113,-0.11008,-0.99508,1977,-39.544,1015.7,14.788,2014.9,2018.8,0.82128,0.68723,1.0754,0.89179,0.82128,0.74979,1.0754,0.89184,0.80335,0.72469,1.1281,0.96973, 1 ,,,348,non_usa_3.2Adc_d185_m82,,,
non_usa_3.2Adc_d185_m83,non-cash transactions,United States,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $75,000 – $99,999)",s9,8,8,-0.14726,-0.14726,-1.1879,1944.8,-29.842,5.04E+05,15.392,2015.4,2408,0.79193,0.63588,1.4663,1.1956,0.79193,0.7087,1.4663,1.1956,0.71697,0.60376,1.7102,1.4085, 1 ,,,349,non_usa_3.2Adc_d185_m83,,,
