Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log,use_lin, old GN scoring @retreat,old GN comments,old CW scoring @retreat,comments_fit_CW,comments_delete_CW,comments_alternativeseries_CW,comments_transformations_CW,use_logfit_CW,use_linfit_CW,select_1.1_earegion_CW,select_1.1_allregions_CW,select_non1.1s_earegion_CW,select_non1.1s_allregions_CW,GN final scoring,use_logfit_GN,use_linfit_GN,select_1.1_earegion_GN,select_1.1_allregions_GN,select_non1.1s_earegion_GN,select_non1.1s_allregions_GN,PDF page,use_logfit_AGREE?,use_linfit_AGREE?,select_1.1_earegion_AGREE?,select_1.1_allregions_AGREE?,select_non1.1s_earegion_AGREE?,select_non1.1s_allregions_AGREE?,FINAL AGREED,use_logfit_FIN,use_linfit_FIN,select_1.1_earegion_FIN,select_1.1_allregions_FIN,select_non1.1s_earegion_FIN,select_non1.1s_allregions_FIN,Delete from working file,Unnamed: 89,code_without_indicator_name
cli_glo_3.3Leg_d235_m020,climate protest,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,s3,1.1684,0.27203,0.87143,2020.4,3.7609,109.63,1.3702,2007.4,-1731.3,0.9816,0.98052,3.4645,1.5596,0.9218,0.9188,7.1429,2.9621,0.29329,0.2661,21.474,14.652,55,18,1.0946,0.0091219,1.0855,18,1,17,0,0,1,0.83129,0,0,y,y,y,y,y,y,y,y,m,y,m,,,,"good; only available global, apply to all EA regions",0,,,1,1,0,0,1,1,,1,1,0,0,1,1,44,,,,,,,,1,1,0,0,1,1,,,cli_glo_3.3_d235_m020
cli_ind_1.1Ado_d240_m154,climate protest,India,1.1,Adoption over Time,cumulative Count of participants at protest events related to climate,cumulative # people (estimated),s3,51.066,0.25163,36.184,2018.5,0.086055,329.28,0.00012215,1963.2,-72857,1,1,2.6079e-09,7.8001e-10,0.70751,0.64901,86.638,72.408,0.71429,0.65714,85.628,71.812,13,5,1,1,0,5,4,4,0,0,0,0.8,0,0,y,n,y,y,y,y,y,m,y,n,n,,,,,0,,transformed-cumulative,1,1,0,0,0,0,,1,0,0,1,0,0,49,,check,,**check**,,,,1,1,0,0,0,0,delete,,cli_ind_1.1_d240_m154
cli_swe_1.1Ado_d240_m154,climate protest,Sweden,1.1,Adoption over Time,cumulative Count of participants at protest events related to climate,cumulative # people (estimated),s3,2.6543,0.66529,20.529,2021.5,1.6556,352.53,6.7468e-07,1992.8,-41354,0.99895,0.9986,3.5866,1.3559,0.93473,0.92168,28.297,17.446,0.48096,0.37715,79.796,67.345,13,4,0.97722,0.051724,0.92549,4,0,3,0,0,1,0.56941,0,0,y,n,y,m,y,m,m,y,y,n,n,,,,,0,,transformed-cumulative,1,1,0,0,0,0,,1,1,1,1,0,0,56,,,**check**,**check**,,,,1,1,0,0,0,0,delete,,cli_swe_1.1_d240_m154
cli_uki_1.1Ado_d240_m154,climate protest,UK,1.1,Adoption over Time,cumulative Count of participants at protest events related to climate,cumulative # people (estimated),s3,1.8486,0.49875,21.862,2020.8,2.3772,299.76,7.557e-06,1987.7,-44036,0.98664,0.98219,12.283,7.1154,0.92823,0.91387,28.469,20.974,0.59255,0.51106,67.831,59.387,13,4,1.051,0.14542,0.90559,4,0,3,0,0,1,0.66258,0,0,y,n,y,y,y,y,m,y,y,n,n,,,,,0,,transformed-cumulative,1,1,0,0,0,0,,1,1,0,1,0,0,61,,,,**check**,,,,1,1,0,0,0,0,delete,,cli_uki_1.1_d240_m154
cli_usa_1.1Ado_d240_m154,climate protest,US,1.1,Adoption over Time,cumulative Count of participants at protest events related to climate,cumulative # people (estimated),s3,3.4006,0.38546,66.658,2019.9,1.2923,711.93,4.1231e-07,1967.2,-1.3425e+05,0.98408,0.97878,38.461,19.407,0.87506,0.85007,107.76,87.013,0.66935,0.60322,175.3,152.02,13,4,1.1328,0.64268,0.49012,4,0,3,0,0,0,0.73719,0,0,y,n,y,y,y,y,y,y,y,n,n,,,,,0,,transformed-cumulative,1,1,0,0,0,0,,1,1,0,1,0,0,68,,,,**check**,,,,1,1,0,0,0,0,delete,,cli_usa_1.1_d240_m154
coh_den_1.1Ado_d138_m021,co-housing,Denmark,1.1,Adoption over time,Number of housing units in cohousing communities,# residents,b11,0.21247,0.033852,58.453,1985.3,20.683,2285.2,0.12287,1718.9,-1.1503e+05,0.98448,0.97517,109.66,101.47,0.77105,0.69473,421.16,375.09,0.91189,0.88252,261.27,233.12,9,9,1.0542,0.028881,1.0253,45,0,8,0,0,1,0.85327,0,0,y,y,y,y,y,y,y,y,y,y,y,1,,,,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,74,,,,,,,,1,1,0,0,0,0,delete,,coh_den_1.1_d138_m021
coh_ger_1.1Ado_d141_m018,co-housing,Germany,1.1,Adoption over time,Number of projects,# projects,b11,0.20463,0.079755,9.41,1994.8,21.475,316.23,0.013744,1880.2,-18604,0.99968,,1.9287,1.3164,0.96104,0.88313,21.387,19.667,0.94267,0.828,25.946,23.25,4,4,0.88859,0.02846,0.86013,31,0,3,0,0,1,0.48336,0,0,y,m,y,m,y,m,m,y,y,m,m,1,,,,0,,,1,1,0,2,0,0,,1,1,0,0,0,0,78,,,,,,,,1,1,0,0,0,0,delete,,coh_ger_1.1_d141_m018
coh_usa_1.1Ado_d142_m021,co-housing,US,1.1,Adoption over time,Number of residents living in cohousing communities,# residents,b11,0.47637,0.21446,213.23,1996.4,9.2249,3414.8,2.1402e-05,1912.4,-4.2394e+05,0.99947,0.99907,23.805,21.643,0.96347,0.94886,197.86,179.86,0.89095,0.84734,341.85,309.88,8,8,0.85099,0.015521,0.83547,15,0,7,0,0,1,0.70294,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,,1,1,0,2,0,0,,1,1,0,0,0,0,85,,,,,,,,1,1,0,0,0,0,delete,,coh_usa_1.1_d142_m021
coh_vau_1.1Ado_d137_m009,co-housing,Canton de Vaud (Switzerland),1.1,Adoption over time,Number of housing cooperatives in Canton de Vaud (Switzerland),# cooperatives,b11,0.045173,0.028481,1.2003,2000.2,97.281,198.97,4.7043,1895.6,-2308.5,0.98344,0.97722,5.6478,4.5254,0.97105,0.96461,7.4671,6.7865,0.89851,0.87596,13.98,10.883,12,12,0.69859,0.0050258,0.69356,112,0,11,0,0,1,0.75851,0,0,y,y,y,y,y,y,y,y,y,y,y,1,,,,0,,,1,1,0,2,0,0,,1,1,0,1,0,0,89,,,,,,,,1,1,0,0,0,0,delete,,coh_vau_1.1_d137_m009
cro_ber_1.1Ado_d059_m126,car ownership,Berlin,1.1,Adaption over time,"Berlin Car density: 
2008-2024","cars per 1,000 inhabitants",b5,0.46191,0.0019583,0.65735,2002,9.5137,334.89,79.734,1288.1,-993.56,0.57391,0.47558,4.627,3.8783,0.20393,0.090208,6.3244,5.2346,0.2064,0.093033,6.3146,5.2253,17,17,1.0197,0.94687,0.072859,17,12,15,1,0,0,0.94371,0,0,m,y,y,y,y,y,y,m,m,m,m,2,,,*needs sign reversal * negative slope = LED innovation,0,,,0,1,0,0,0,0,,0,1,0,0,0,0,90,,,,,,,,0,1,0,0,0,0,delete,,cro_ber_1.1_d059_m126
cro_ham_1.1Ado_d108_m126,car ownership,Hamburg,1.1,Adaption over time,Hamburg Car density 2008-2024,"cars per 1,000 inhabitants",b5,-0.011421,0.0046092,1.9703,4384,-384.77,423.11,40.81,1508.7,-3549.1,-6.2637e-12,-0.23077,11.627,9.2644,0.68223,0.63684,6.554,5.7013,0.68928,0.64489,6.4809,5.5996,17,17,1.0376,0.94892,0.088629,17,2,15,1,0,0,0.94355,0,0,n,y,y,y,y,y,y,m,y,n,y,2,,,*needs sign reversal * negative slope = LED innovation,0,,,0,1,0,0,0,0,,1,1,0,0,0,0,95,check,,,,,,,1,1,0,0,0,0,delete,,cro_ham_1.1_d108_m126
cro_hei_1.1Ado_d109_m127,car ownership,Heidelberg,1.1,Adaption over time,Heidelberg Car density 1993-2024,cars per 1000 inhabitants,b5,-0.0063914,-0.0063893,-2.5196,755.23,-687.56,1.2051e+06,706.32,1919.5,5461.3,0.71221,0.679,14.224,12.267,0.71221,0.69089,14.224,12.267,0.70349,0.68152,14.438,12.341,30,30,0.00036096,0.00030702,5.3936e-05,32,28,7,0,1,0,0.96526,0,0,y,y,y,y,y,y,y,m,y,m,y,1,,,*needs sign reversal * negative slope = LED innovation,0,,,1,1,1,1,0,0,,1,1,1,1,0,0,99,,,,,,,,1,1,1,1,0,0,,,cro_hei_1.1_d109_m127
crs_ger_1.1Ado_d233_m012,car sharing,Germany,1.1,Adoption over time,registered drivers,# drivers,m9,0.21557,0.19421,1.5336e+05,2030.2,20.385,2.553e+07,8.8746e-11,1825,-3.0727e+08,0.98588,0.98412,1.75e+05,1.2482e+05,0.98533,0.98416,1.784e+05,1.3187e+05,0.70735,0.68394,7.9681e+05,6.2992e+05,28,28,0.21567,0.00074421,0.21492,28,0,27,0,0,0,0.8164,0,0,y,y,y,y,y,y,y,y,y,y,y,1,,,,0,,,1,1,2,2,0,0,,1,1,0,0,0,0,100,,,,,,,,1,1,0,0,0,0,delete,,crs_ger_1.1_d233_m012
crz_fra_1.1Ado_d058_m134,mobesity,France,1.1,Adoption over Time,Average weight of all new sales / registrations (kg),kg,b3,0.0031384,0.0031245,4.1338,3738.3,1400.2,3.0056e+05,120.58,1244.2,-6989,0.49631,0.41237,26.451,24.065,0.49632,0.4433,26.45,24.065,0.49518,0.44204,26.48,24.064,22,22,0.0047078,0.0041589,0.00054897,22,0,21,0,0,0,0.95385,0,0,m,y,y,y,y,y,y,m,y,m,y,1,,,*needs sign reversal * negative slope = LED innovation,0,,,1,1,2,2,0,0,,1,1,0,0,0,0,149,,,,,,,,1,1,0,0,0,0,delete,,crz_fra_1.1_d058_m134
crz_ger_1.1Ado_d053_m144,mobesity,Germany,1.1,Adoption over Time,Average length of all new car sales / registrations (kg),mm,b3,-0.00466,0.002317,10.033,7891.7,-943.02,4331.1,311,873.82,-15840,-4.5595e-12,-0.1875,61.826,55.5,0.8758,0.86119,21.789,12.5,0.87562,0.86098,21.805,12.46,20,20,1.0228,0.97666,0.046178,20,0,11,0,1,0,0.9499,0,0,n,y,y,y,y,y,y,m,y,n,y,1,,,*needs sign reversal * negative slope = LED innovation,0,,,0,1,0,0,0,0,,1,1,0,0,0,0,151,check,,,,,,,1,1,0,0,0,0,delete,,crz_ger_1.1_d053_m144
crz_ger_1.1Ado_d057_m134,mobesity,Germany,1.1,Adoption over Time,Average weight of all new car sales / registrations (kg),kg,b3,0.0057984,0.0057937,8.4444,3239.3,757.87,1.8081e+06,58.198,1455.1,-15523,0.7495,0.70775,31.03,25.366,0.7495,0.72314,31.03,25.366,0.74668,0.72002,31.204,25.419,22,22,0.00090207,0.00075052,0.00015154,22,0,21,0,0,0,0.95208,0,0,y,y,y,y,y,y,y,m,y,m,y,1,,,*needs sign reversal * negative slope = LED innovation,0,,,1,1,0,2,0,0,,1,1,0,0,0,0,152,,,,,,,,1,1,0,0,0,0,delete,,crz_ger_1.1_d057_m134
crz_glo_3.3Leg_d235_m020,mobesity,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,b3,0.18327,0.045079,0.29105,2001.5,23.978,13.101,9.9349,2013.8,-575.58,0.79504,0.78298,2.4498,1.7596,0.68038,0.66809,3.0592,2.3272,0.72906,0.71864,2.8166,2.1875,55,45,1.5266,0.076328,1.4502,50,5,49,1,0,1,0.90591,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,"good; only available global, apply to all EA regions",0,,,1,1,0,0,1,1,,1,1,0,0,1,1,156,,,,,,,,1,1,0,0,1,1,,,crz_glo_3.3_d235_m020
dig_den_1.1Ado_d148_m037,digital skills,Denmark,1.1,Adoption over time,Online activity: banking,% individuals,s1,0.1985,0.0036922,0.029442,2005,22.138,0.97809,1554.7,1.5752e+05,-58.507,0.99462,0.99362,0.012872,0.010208,-18.015,-20.252,0.76551,0.74511,0.93522,0.9276,0.044681,0.038336,20,20,0.96709,0.3836,0.58348,20,1,19,0,0,0,0.95481,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,157,,,,,,,,1,1,0,0,0,0,delete,,dig_den_1.1_d148_m037
dig_den_1.1Ado_d149_m037,digital skills,Denmark,1.1,Adoption over time,Online activity: doing online course,% individuals,s1,0.12111,-0.093751,0.0097976,2038.2,36.285,1.5124,-0.23844,1363.6,-19.642,0.83896,0.77858,0.022693,0.016335,-2.7197,-3.5463,0.10906,0.093258,0.79716,0.75208,0.025469,0.019454,12,12,0.14745,0.022019,0.12543,16,1,10,0,0,0,0.87309,1,1,y,y,y,y,y,y,y,m,y,m,y,,,,,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,158,,,,,,,,1,1,0,0,0,0,delete,,dig_den_1.1_d149_m037
dig_den_1.1Ado_d150_m037,digital skills,Denmark,1.1,Adoption over time,Online activity: emailing,% individuals,s1,-0.074169,0.022031,0.018675,2411.5,-59.249,0.81949,2.7463,2067.3,-36.755,-1.5282e-09,-0.1875,0.12385,0.10549,0.84334,0.82491,0.049021,0.040747,0.87415,0.85934,0.043937,0.036484,20,20,1.1711,0.65346,0.51764,21,2,19,0,0,0,0.95551,1,1,n,y,y,y,y,y,y,y,y,n,y,,,,* fit error - check *,0,,,0,1,0,0,0,0,,0,1,0,0,0,0,159,,,,,,,,0,1,0,0,0,0,delete,,dig_den_1.1_d150_m037
dig_den_1.1Ado_d151_m037,digital skills,Denmark,1.1,Adoption over time,Online activity: finding info,% individuals,s1,-0.099995,0.021423,0.01699,2401,-43.947,0.76063,0.15096,1937.4,-33.432,-1.078e-10,-0.16667,0.11665,0.09705,0.81889,0.79983,0.049644,0.042608,0.85381,0.83843,0.044602,0.039323,22,22,1.1832,0.64657,0.53666,22,3,21,1,0,0,0.95826,1,1,n,y,y,y,y,y,y,y,y,n,y,,,,* fit error - check *,0,,,0,1,0,0,0,0,,0,1,0,0,0,0,160,,,,,,,,0,1,0,0,0,0,delete,,dig_den_1.1_d151_m037
dig_den_1.1Ado_d152_m037,digital skills,Denmark,1.1,Adoption over time,Online activity: selling,% individuals,s1,0.50056,0.053187,0.014317,2006.3,8.7791,0.30399,3.6251,2064.5,-28.574,0.88196,0.86112,0.034494,0.029377,0.64435,0.60484,0.059874,0.048166,0.7456,0.71734,0.050638,0.043354,21,21,1.2119,0.097372,1.1145,21,7,20,1,0,1,0.94463,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,,1,1,0,0,0,0,,0,1,0,0,0,0,161,check,,,,,,,1,1,0,0,0,0,delete,,dig_den_1.1_d152_m037
dig_den_1.1Ado_d153_m037,digital skills,Denmark,1.1,Adoption over time,Online activity: social networks,% individuals,s1,0.15728,0.038018,0.02849,2009.6,27.941,0.98969,1.151,2028.7,-56.721,0.96678,0.95255,0.017652,0.012006,0.93265,0.91581,0.025136,0.021238,0.95106,0.93882,0.021427,0.017789,11,11,0.8631,0.55937,0.30373,12,1,10,0,0,0,0.91489,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,162,,,,,,,,1,1,0,0,0,0,delete,,dig_den_1.1_d153_m037
dig_den_2.9Int_d004_m028,digital skills,Denmark,2.9,Inter-dependence with hardware,% households with a computer,%,s1,-0.083208,0.023104,0.019516,2444.8,-52.813,0.74064,1.086,2024.9,-38.438,-7.2558e-12,-0.10714,0.21178,0.17571,0.63618,0.61108,0.12774,0.11192,0.72394,0.7049,0.11127,0.099385,32,32,1.2827,0.31594,0.96673,32,7,31,1,0,0,0.97687,1,1,n,y,y,y,y,y,y,y,y,n,y,,,,,0,,,,1,,,,,,1,1,0,0,1,1,164,,,,,,,,1,1,0,0,1,1,,,dig_den_2.9_d004_m028
dig_ita_1.1Ado_d148_m037,digital skills,Italy,1.1,Adoption over time,Online activity: banking,% individuals,s1,0.1209,0.089434,0.022435,2024.4,36.347,1.1037,1.0223,2030.3,-44.92,0.98954,0.9873,0.012026,0.010764,0.98623,0.98439,0.0138,0.010956,0.97957,0.97685,0.016809,0.013059,18,18,0.43807,0.069221,0.36885,18,0,17,0,0,0,0.90973,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,166,,,,,,,,1,1,0,0,0,0,delete,,dig_ita_1.1_d148_m037
dig_ita_1.1Ado_d149_m037,digital skills,Italy,1.1,Adoption over time,Online activity: doing online course,% individuals,s1,0.20457,-0.095635,0.0099873,2079.2,21.481,23542,0.37925,89.581,-20.049,0.90814,0.87752,0.017854,0.015248,-1.4295,-1.9155,0.091818,0.070431,0.71029,0.65235,0.031706,0.026612,13,13,8.262e-06,7.1363e-07,7.5483e-06,16,1,12,0,0,0,0.79837,1,1,y,y,y,y,y,y,y,m,y,m,y,,,,,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,167,,,,,,,,1,1,0,0,0,0,delete,,dig_ita_1.1_d149_m037
dig_ita_1.1Ado_d150_m037,digital skills,Italy,1.1,Adoption over time,Online activity: emailing,% individuals,s1,0.1394,0.047924,0.023821,2009.4,31.524,0.77811,1.3363,2035.3,-47.479,0.97498,0.96921,0.020249,0.017523,0.94716,0.93961,0.029425,0.025328,0.97347,0.96968,0.02085,0.018532,17,17,0.90232,0.34018,0.56213,18,0,16,0,0,0,0.93334,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,168,,,,,,,,1,1,0,0,0,0,delete,,dig_ita_1.1_d150_m037
dig_ita_1.1Ado_d151_m037,digital skills,Italy,1.1,Adoption over time,Online activity: finding info,% individuals,s1,0.042365,0.0024605,0.015946,2247.9,103.73,7479.7,1555,1.5751e+05,-31.733,0.83294,0.79953,0.039375,0.033858,-15.768,-17.864,0.39449,0.38254,0.82193,0.79967,0.040653,0.035112,19,19,7.8051e-05,2.829e-05,4.9761e-05,19,0,18,0,0,0,0.93104,1,1,y,y,y,y,y,y,y,m,y,m,y,,,,,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,169,,,,,,,,1,1,0,0,0,0,delete,,dig_ita_1.1_d151_m037
dig_ita_1.1Ado_d152_m037,digital skills,Italy,1.1,Adoption over time,Online activity: selling,% individuals,s1,0.090971,0.0015421,0.0058495,2036.2,48.306,0.60139,1555.1,1.5749e+05,-11.705,0.7884,0.74306,0.015578,0.014271,-4.6283,-5.3787,0.080342,0.072856,0.80307,0.77682,0.015028,0.013123,18,18,0.24211,0.028268,0.21384,18,0,17,0,0,0,0.89211,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,170,,,,,,,,1,1,0,0,0,0,delete,,dig_ita_1.1_d152_m037
dig_ita_1.1Ado_d153_m037,digital skills,Italy,1.1,Adoption over time,Online activity: social networks,% individuals,s1,-0.13191,0.053697,0.022662,2216.6,-33.315,0.41607,0.76923,2028.6,-45.292,-1.674e-11,-0.42857,0.077276,0.062357,0.92166,0.90207,0.02163,0.018344,0.94533,0.93166,0.018068,0.014455,11,11,1.2784,0.63234,0.64604,12,0,10,0,0,0,0.90694,1,1,n,y,y,y,y,y,y,y,y,n,y,,,,* fit error - check *,0,,,0,1,0,0,0,0,,1,1,0,0,0,0,171,check,,,,,,,1,1,0,0,0,0,delete,,dig_ita_1.1_d153_m037
dig_ita_2.9Int_d004_m028,digital skills,Italy,2.9,Inter-dependence with hardware,% households with a computer,%,s1,0.26892,0.0027294,0.018968,2001.2,16.341,0.67885,1554.9,1.575e+05,-37.587,0.97071,0.96671,0.028144,0.023768,-10.971,-12.012,0.56894,0.54466,0.79519,0.77738,0.074417,0.063119,26,26,1.048,0.246,0.80201,27,10,25,1,0,0,0.96842,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,,1,1,,,,,,1,1,0,0,0,1,173,,,,,,,,1,1,0,0,0,1,,,dig_ita_2.9_d004_m028
dig_nor_1.1Ado_d148_m037,digital skills,Norway,1.1,Adoption over time,Online activity: banking,% individuals,s1,0.24092,0.0030396,0.022572,2002.7,18.24,0.95858,1555,1.575e+05,-44.609,0.99536,0.99449,0.0095237,0.0083767,-34.156,-38.292,0.82865,0.81678,0.86735,0.85174,0.050901,0.042017,20,20,1.0028,0.507,0.49584,20,1,19,0,0,0,0.95717,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,174,,,,,,,,1,1,0,0,0,0,delete,,dig_nor_1.1_d148_m037
dig_nor_1.1Ado_d149_m037,digital skills,Norway,1.1,Adoption over time,Online activity: doing online course,% individuals,s1,0.12427,0.12427,0.013285,2117.3,35.361,35397,1.8982,2038.2,-26.642,0.96726,0.95635,0.012657,0.0097433,0.96726,0.96071,0.012657,0.0097433,0.89131,0.86957,0.023061,0.019493,13,13,7.4553e-06,1.1131e-06,6.3423e-06,16,0,12,0,0,0,0.84079,1,1,y,y,y,y,y,y,y,m,y,m,y,,,,,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,175,,,,,,,,1,1,0,0,0,0,delete,,dig_nor_1.1_d149_m037
dig_nor_1.1Ado_d150_m037,digital skills,Norway,1.1,Adoption over time,Online activity: emailing,% individuals,s1,-0.34075,0.0024696,0.016518,2378.2,-12.896,0.84956,1555.2,1.5748e+05,-32.395,-2.3093e-14,-0.2,0.10326,0.087327,-67.686,-76.272,0.85581,0.84956,0.89241,0.87896,0.033871,0.029467,19,19,1.1373,0.75804,0.37926,20,1,18,0,0,0,0.95195,1,1,n,y,y,y,y,y,y,y,y,n,y,,,,* fit error - check *,0,,,0,1,0,0,0,0,,1,1,0,0,0,0,176,check,,,,,,,1,1,0,0,0,0,delete,,dig_nor_1.1_d150_m037
dig_nor_1.1Ado_d151_m037,digital skills,Norway,1.1,Adoption over time,Online activity: finding info,% individuals,s1,0.15155,0.017703,0.014879,1998.8,28.997,0.94917,0.096179,1892.1,-29.129,0.88834,0.86864,0.032808,0.026953,0.82346,0.80384,0.041254,0.034108,0.84202,0.82446,0.039025,0.032785,21,21,1.0075,0.64625,0.36126,21,1,20,0,0,0,0.95334,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,177,,,,,,,,1,1,0,0,0,0,delete,,dig_nor_1.1_d151_m037
dig_nor_1.1Ado_d152_m037,digital skills,Norway,1.1,Adoption over time,Online activity: selling,% individuals,s1,0.32992,0.08005,0.019704,2010.3,13.32,0.36327,1.0687,2033.4,-39.436,0.95993,0.95242,0.023554,0.019232,0.8429,0.82441,0.046638,0.041226,0.93242,0.92447,0.030588,0.024539,20,20,1.0832,0.094419,0.98879,20,1,19,0,0,0,0.93329,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,178,,,,,,,,1,1,0,0,0,0,delete,,dig_nor_1.1_d152_m037
dig_nor_1.1Ado_d153_m037,digital skills,Norway,1.1,Adoption over time,Online activity: social networks,% individuals,s1,0.18328,0.035188,0.028042,2008.8,23.976,0.98346,1.1893,2028.9,-55.773,0.98783,0.98261,0.010472,0.0087753,0.9373,0.92162,0.023771,0.018068,0.95913,0.94892,0.01919,0.013931,11,11,0.91158,0.59951,0.31206,12,0,10,0,0,0,0.91501,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,179,,,,,,,,1,1,0,0,0,0,delete,,dig_nor_1.1_d153_m037
dig_nor_2.9Int_d004_m028,digital skills,Norway,2.9,Inter-dependence with hardware,% households with a computer,%,s1,0.13851,0.0031965,0.024041,1997,31.727,1.0333,1554.9,1.5749e+05,-47.459,0.96664,0.96075,0.029395,0.021318,-23.724,-26.471,0.80025,0.7839,0.93106,0.9234,0.042258,0.031692,21,21,0.94416,0.37743,0.56672,23,1,20,0,0,0,0.9593,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,,1,1,,,,,,1,1,0,0,0,1,181,,,,,,,,1,1,0,0,0,1,,,dig_nor_2.9_d004_m028
dig_pol_1.1Ado_d148_m037,digital skills,Poland,1.1,Adoption over time,Online activity: banking,% individuals,s1,0.21109,0.0035768,0.027755,2012.8,20.818,0.6033,1554.6,1.5754e+05,-55.567,0.96738,0.96085,0.02771,0.022923,-3.9341,-4.5508,0.34078,0.30429,0.98191,0.97965,0.020635,0.01563,19,19,0.92076,0.066799,0.85397,19,0,18,0,0,0,0.92468,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,182,,,,,,,,1,1,0,0,0,0,delete,,dig_pol_1.1_d148_m037
dig_pol_1.1Ado_d149_m037,digital skills,Poland,1.1,Adoption over time,Online activity: doing online course,% individuals,s1,0.15611,0.1561,0.0055907,2082.5,28.149,1258.4,3.516,2044.9,-11.222,0.86578,0.80826,0.011296,0.0079909,0.86578,0.83223,0.011296,0.0079907,0.76564,0.70706,0.014927,0.010967,11,11,9.1223e-05,1.033e-05,8.0893e-05,15,1,9,0,0,0,0.83341,1,1,y,y,y,y,y,y,y,m,y,m,y,,,,,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,183,,,,,,,,1,1,0,0,0,0,delete,,dig_pol_1.1_d149_m037
dig_pol_1.1Ado_d150_m037,digital skills,Poland,1.1,Adoption over time,Online activity: emailing,% individuals,s1,0.21229,0.0034158,0.026241,2007.6,20.7,0.69794,1554.7,1.5753e+05,-52.333,0.97355,0.96788,0.024555,0.021389,-10.709,-12.271,0.51661,0.49406,0.94963,0.94292,0.033882,0.026721,18,18,0.99221,0.27596,0.71625,19,0,17,0,0,0,0.94406,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,184,,,,,,,,1,1,0,0,0,0,delete,,dig_pol_1.1_d150_m037
dig_pol_1.1Ado_d151_m037,digital skills,Poland,1.1,Adoption over time,Online activity: finding info,% individuals,s1,0.1885,0.058067,0.028591,2010.2,23.313,0.74532,1.4887,2034.5,-57.107,0.95059,0.94132,0.037794,0.027844,0.88493,0.87139,0.057676,0.04958,0.94022,0.93319,0.04157,0.034143,20,20,0.99621,0.19763,0.79858,20,1,19,0,0,0,0.94695,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,185,,,,,,,,1,1,0,0,0,0,delete,,dig_pol_1.1_d151_m037
