Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log,use_lin
ego_swe_2.5Var_d85_m99,e-government,Sweden,2.5,Variety: Choice Availability,"E-Participation Index (three components of citizen involvement: e-information, e-consultation and e-decision-making; indexed 0-1)",Index 0-1,s2,1.5177,0.002273,0.014231,2003.1,2.8955,0.67239,1555.1,1.5748e+05,-28.009,0.40304,0.1472,0.13274,0.10162,-13.146,-16.682,0.64616,0.6229,0.27071,0.088387,0.14671,0.12085,11,11,1.3953,0.43591,0.95941,20,2,10,1,0,0,0.92844,1,1,m,y,y,y,y,y,y,y,m,m,m
ego_swe_2.9Int_d4_m28,e-government,Sweden,2.9,Inter-dependence with hardware,% households with a computer,%,s2,0.28729,0.029801,2.4658,1997.3,15.296,90.72,1.7966,1880.8,-4870.3,0.98103,0.97768,2.2848,1.9241,0.74577,0.71752,8.3634,6.9902,0.81031,0.78923,7.2242,5.9427,21,21,1.0173,0.35273,0.66457,21,4,20,1,0,0,0.96347,0,1,y,y,y,y,y,y,y,y,y,y,y
ego_swe_4.1Kso_d213_m100,e-government,Sweden,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,s2,0.31414,0.19274,4.4414,2021.4,13.989,131.41,0.13885,1989.9,-8919.9,0.88404,0.86358,10.559,6.7749,0.86872,0.85413,11.235,8.1295,0.75226,0.72473,15.434,13.096,21,13,0.761,0.017652,0.74335,13,1,12,0,0,1,0.80713,0,1,y,y,y,y,y,y,y,y,y,y,y
ego_swe_4.5Inf_d5_m28,e-government,Sweden,4.5,Physical Infrastructure dependence,% households with broadband internet connection (fixed or mobile),%,s2,0.52334,0.029245,2.5146,2005.4,8.3969,90.233,1.5318,1878,-4981.8,0.97137,0.96421,2.5611,1.8752,0.65543,0.60242,8.8847,6.6328,0.70383,0.65827,8.2371,6.4283,16,16,1.0511,0.44529,0.60577,17,2,15,1,0,0,0.95087,0,1,y,y,y,y,y,y,y,y,y,y,y
ego_uki_1.1Ado_d34_m28,e-government,UK,1.1,Adoption over time,% people who interacted online with public authorities (in the past year),%,s2,0.032088,0.032084,1.5379,2295,136.95,4.0274e+05,1.674,1908.8,-3047.9,0.67178,0.56237,4.0789,3.5589,0.67178,0.60613,4.0789,3.5589,0.65319,0.58383,4.1928,3.5775,13,13,0.0001564,9.8327e-05,5.8078e-05,13,1,12,0,0,0,0.91782,0,1,m,y,y,y,y,y,y,m,y,m,y
ego_uki_1.1Ado_d35_m28,e-government,UK,1.1,Adoption over time,% people who obtained information from public authorities' web sites (in the past year),%,s2,0.026365,0.026361,0.96786,2352.5,166.68,2.8475e+05,3.1062,1919.1,-1911.2,0.44058,0.25411,4.1574,3.4796,0.44059,0.3287,4.1574,3.4796,0.42447,0.30937,4.2168,3.5709,13,13,0.00016446,9.7701e-05,6.6761e-05,13,2,9,1,1,0,0.90466,0,1,m,y,y,y,y,y,y,m,y,m,y
ego_uki_1.1Ado_d36_m28,e-government,UK,1.1,Adoption over time,% people who submitted completed public authorities' forms online (in the past year),%,s2,0.12404,0.074867,2.3235,2018.4,35.428,83.222,0.84606,1966.4,-4648.6,0.82361,0.76482,4.0372,3.1973,0.81775,0.7813,4.1037,3.1477,0.81797,0.78156,4.1012,3.2469,13,13,0.61161,0.19178,0.41984,13,1,12,0,0,0,0.91602,0,1,y,y,y,y,y,y,y,y,y,y,y
ego_uki_2.2Rel_d110_m28,e-government,UK,2.2,Relative Advantge (profitability),"ICT service exports (% of service exports, BoP)",%,s2,0.06321,0.026443,0.17078,2003.5,69.521,11.515,10.144,2026,-336.43,0.94049,0.93434,0.40947,0.31405,0.92172,0.9165,0.46963,0.39046,0.93857,0.93448,0.41603,0.32075,33,33,0.81848,0.30973,0.50875,33,3,28,0,1,0,0.96466,0,1,y,y,y,y,y,y,y,y,y,y,y
ego_uki_2.4Eas_d3_m28,e-government,UK,2.4,Ease of Use / Acccessibility,% households who can not afford a computer,%,s2,-0.051413,-0.018556,-0.20396,1863.6,-85.473,7735.4,-1537.3,-1.5336e+05,414.19,0.32044,0.11657,1.1874,1.082,-7.4383,-8.9725,4.1843,3.9286,0.32578,0.2032,1.1828,1.086,14,14,0.0008403,0.00010342,0.00073688,14,13,1,0,0,1,0.86354,0,1,m,y,y,y,m,m,y,m,y,m,m
ego_uki_2.5Var_d147_m99,e-government,UK,2.5,Variety: Choice Availability,Online Service Index (# services available online /180 total),Index 0-1,s2,29.745,0.01689,0.015458,2003.1,0.14774,0.8992,0.12388,1899.8,-30.274,0.8212,0.74458,0.10539,0.088322,0.13764,-0.077944,0.23145,0.1671,0.15177,-0.060293,0.22955,0.16489,11,11,1.1121,0.12626,0.98584,20,3,10,1,0,1,0.90814,1,1,y,y,y,y,y,y,y,y,m,y,m
ego_uki_2.5Var_d85_m99,e-government,UK,2.5,Variety: Choice Availability,"E-Participation Index (three components of citizen involvement: e-information, e-consultation and e-decision-making; indexed 0-1)",Index 0-1,s2,34.055,0.016288,0.01456,2003.1,0.12904,0.85558,0.11714,1895.9,-28.515,0.60691,0.43844,0.19397,0.15493,0.076463,-0.15442,0.29731,0.24482,0.087382,-0.14077,0.29555,0.24255,11,11,1.1688,0.020103,1.1487,20,9,10,0,0,1,0.87667,1,1,m,y,y,y,y,y,y,y,m,m,m
ego_uki_2.9Int_d4_m28,e-government,UK,2.9,Inter-dependence with hardware,% households with a computer,%,s2,0.18895,0.046251,3.1402,2000.2,23.258,95.302,0.71916,1909.5,-6233.4,0.98443,0.9821,2.9819,2.0718,0.86665,0.85395,8.728,7.877,0.94217,0.93666,5.7479,4.9502,24,24,0.94244,0.22035,0.72209,27,2,23,0,0,0,0.96108,0,1,y,y,y,y,y,y,y,y,y,y,y
ego_uki_4.1Kso_d213_m100,e-government,UK,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,s2,0.14056,0.14056,4.0917,2093.5,31.263,1.612e+06,0.16982,1979.2,-8209.2,0.78976,0.75266,13.26,10.407,0.78976,0.7664,13.26,10.407,0.73406,0.70451,14.913,12.172,21,16,6.2034e-05,2.8126e-06,5.9222e-05,21,1,20,0,0,1,0.79648,0,1,y,y,y,m,y,m,y,m,y,m,m
ego_uki_4.5Inf_d5_m28,e-government,UK,4.5,Physical Infrastructure dependence,% households with broadband internet connection (fixed or mobile),%,s2,0.49183,0.066708,5.1837,2006.5,8.9348,92.49,0.24886,1927.5,-10356,0.99049,0.98812,2.7262,2.363,0.76883,0.73326,13.443,11.371,0.8742,0.85484,9.9171,8.7243,16,16,1.0362,0.11558,0.92064,17,0,15,0,0,0,0.9422,0,1,y,y,y,y,y,y,y,y,y,y,y
ene_glo_3.3Leg_d235_m20,energy community,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,s6,0.22256,0.091753,195.47,2014.2,19.745,13134,0.00095035,1844.3,-3.8765e+05,0.98274,0.98173,486.83,327.67,0.95029,0.94838,826.24,584.26,0.70108,0.68958,2026.1,1678.5,55,55,0.89918,0.00022841,0.89895,55,1,54,0,0,1,0.9497,0,0,y,y,y,y,y,y,y,y,y,y,y
ene_net_1.1Ado_d197_m7,energy community,The Netherlands,1.1,Adoption over time,Total energy communities,# communities,s6,0.43106,0.15918,13.009,2016.8,10.195,622.28,0.00040499,1932.9,-25961,0.99702,0.99676,9.9699,8.9774,0.95233,0.9496,39.907,27.979,0.60923,0.5869,114.25,97.142,38,38,0.92403,0.001607,0.92242,38,0,37,0,0,1,0.89962,0,0,y,y,y,y,y,y,y,y,y,y,y
ene_net_1.1Ado_d93_m13,energy community,The Netherlands,1.1,Adoption over time,Energy community members,# members,s6,0.27763,0.12664,11742,2019.4,15.828,1.7933e+05,2.4199e-06,1827.5,-2.3622e+07,0.99324,0.98818,2220.7,1726.3,0.97498,0.96497,4273.6,3741.4,0.99174,0.98844,2455,1866.4,8,8,0.73152,0.2844,0.44712,8,0,7,0,0,0,0.85561,0,0,y,y,y,y,y,y,y,y,y,y,y
ene_net_1.1Ado_d93_m66,energy community,The Netherlands,1.1,Adoption over time,Energy community members,% of households,s6,0.28641,0.11767,0.0013669,2018.7,15.343,0.02055,6.5906,2073.9,-2.7491,0.99151,0.98514,0.00029025,0.00022929,0.96817,0.95544,0.0005619,0.00049324,0.98879,0.98431,0.00033348,0.00024501,8,8,0.77186,0.32144,0.45042,8,0,7,0,0,0,0.86086,1,1,y,y,y,y,y,y,y,y,y,y,y
ene_net_1.1Ado_d94_m18,energy community,The Netherlands,1.1,Adoption over time,Energy community projects,# projects,s6,0.49977,0.23193,22.417,2019.4,8.7929,1525.4,5.8228e-05,1949.5,-44757,0.99863,0.99851,13.044,9.8336,0.97573,0.97434,54.871,33.714,0.48711,0.45781,252.24,200.85,38,36,0.86993,0.00065556,0.86927,36,0,35,0,0,0,0.83468,0,0,y,y,y,y,y,y,y,y,y,y,y
ene_net_2.1Lea_d214_m133,energy community,The Netherlands,2.1,Interdependence with Hardware,avg size of new project in year,kW,s6,-0.0044442,0.013863,17.342,10090,-988.81,807.1,8.203,1673.9,-33956,-6.6613e-16,-0.088235,1460.6,846.27,0.010996,-0.045518,1452.5,839.34,0.016953,-0.039221,1448.2,830.37,38,28,8.9357,0.018474,8.9173,36,20,12,1,1,1,0.25856,0,0,n,y,y,m,m,m,m,y,m,n,m
ene_net_2.1Lea_d219_m133,energy community,The Netherlands,2.1,Interdependence with Hardware,max size of new project in year,kW,s6,1.56,0.10981,400.62,2015.8,2.817,15856,0.0002599,1858.9,-7.9893e+05,0.59111,0.55504,4518.1,2230,0.47491,0.4449,5120,2811,0.38657,0.35152,5534,3640.4,38,28,2.2194,0.0009536,2.2184,36,5,12,1,1,1,0.58444,0,0,m,y,y,m,m,m,m,y,y,m,m
ene_net_2.1Lea_d220_m133,energy community,The Netherlands,2.1,Interdependence with Hardware,min size of new project in year,kW,s6,0.00056242,0.00054481,0.51406,8507.7,7813.4,21369,231.81,461.69,-493.08,1.3142e-05,-0.088221,1176.9,742.39,1.2987e-05,-0.057129,1176.9,742.34,2.2943e-05,-0.057119,1176.9,742.48,38,28,0.21527,0.00010707,0.21516,36,13,11,1,1,1,0.24232,0,0,n,y,y,m,m,m,m,y,m,n,m
ene_net_2.5Var_d185_m29,energy community,The Netherlands,2.5,Variety (Choice Availability),Share of PV in new projects,% PV in new projects,s6,0.4242,0.0027437,0.018496,2012.2,10.359,0.59047,1554.7,1.575e+05,-36.904,0.65405,0.62353,0.1678,0.084543,-0.36125,-0.43904,0.33285,0.17147,0.50546,0.4772,0.20062,0.15484,38,13,1.6936,0.052119,1.6414,13,12,10,0,1,1,0.60324,1,1,m,y,y,y,y,y,m,y,y,m,m
ene_net_2.5Var_d193_m93,energy community,The Netherlands,2.5,Variety (Choice Availability),Share of wind in new projects,% wind in new projects,s6,161.84,0.0046022,0.0031692,1987.2,0.027153,0.59678,0.31232,1875.8,-5.7873,0.095965,0.016197,0.40901,0.36573,0.0053589,-0.051478,0.42902,0.40026,0.0065268,-0.050243,0.42876,0.40032,38,27,1.6757,0.37832,1.2973,36,35,6,0,1,1,0.63454,1,1,n,y,y,m,m,m,m,y,m,n,m
ene_net_2.9Int_d92_m106,energy community,The Netherlands,2.9,Interdependence with Hardware,Energy community installed capacity,MW,s6,0.34125,0.22424,11.727,2021.9,12.877,1196.5,2.6635e-05,1946.5,-23409,0.99405,0.99352,13.683,9.6689,0.98836,0.9877,19.135,10.605,0.52567,0.49857,122.15,95.08,38,36,0.57488,0.0002591,0.57462,36,0,35,0,0,1,0.83066,0,0,y,y,y,y,y,y,y,y,y,y,y
ene_net_4.1Kso_d213_m100,energy community,The Netherlands,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,s6,0.076644,0.076616,0.82857,2153.1,57.336,6.9702e+05,1.7672,1985,-1649.9,0.057704,-0.10858,25.828,17.593,0.057705,-0.046994,25.828,17.594,0.035557,-0.071604,26.13,18.629,21,10,0.00014347,2.2955e-05,0.00012051,19,18,1,0,0,1,0.1768,0,1,n,y,y,m,m,m,m,m,m,n,m
fir_afr_1.1Ado_d212_m16,firm ESG reporting,Africa,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,0.81416,0.13421,14.679,2009.1,5.3975,164.41,0.021638,1948.3,-29408,0.92688,0.90495,17.643,13.628,0.69932,0.64465,35.777,29.807,0.82252,0.79025,27.487,21.531,14,14,1.1678,0.030411,1.1374,14,4,13,1,0,0,0.91919,0,0,y,y,y,y,y,y,y,y,y,y,y
fir_asi_1.1Ado_d212_m16,firm ESG reporting,Asia,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,0.31003,0.22678,88.777,2016,14.174,3119.2,6.2188e-07,1920.4,-1.7782e+05,0.98924,0.98676,49.341,33.306,0.98343,0.98106,61.239,49.608,0.83573,0.81227,192.82,165.17,17,17,0.48666,0.003206,0.48346,17,0,16,0,0,1,0.8157,0,0,y,y,y,y,y,y,y,y,y,y,y
fir_eur_1.1Ado_d212_m16,firm ESG reporting,Europe,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,0.39011,0.14434,96.989,2009.4,11.265,1559.2,0.00033469,1909,-1.9408e+05,0.99302,0.99152,43.072,31.086,0.92397,0.91383,142.13,124.28,0.953,0.94673,111.75,95.481,18,18,0.94727,0.0070548,0.94021,18,1,17,0,0,1,0.90342,0,0,y,y,y,y,y,y,y,y,y,y,y
fir_glo_1.1Ado_d10_m63,firm ESG reporting,global,1.1,Adoption over time,% of S&P 500 companies with sustainability reporting (all standards),% of companies,m13,1.4837,0.099929,0.078333,2011.7,2.9619,0.82645,6.1069,2036.5,-157.11,0.98518,0.97407,0.025678,0.021026,0.63994,0.49592,0.12657,0.096799,0.72402,0.61363,0.11081,0.090833,8,8,1.0406,0.242,0.7986,8,0,7,0,0,1,0.88906,1,1,y,y,y,y,y,y,y,y,y,y,y
fir_glo_1.1Ado_d182_m16,firm ESG reporting,global,1.1,Adoption over time,S&P 500 companies with sustainability reporting (all standards),# of companies,m13,-0.030388,0.037475,14.167,2970.2,-144.61,383.75,0.66472,1844.9,-28155,-1.783e-13,-0.75,49.984,37.813,0.42833,0.19966,37.793,22.688,0.42172,0.19041,38.01,22.708,8,8,1.1205,0.69055,0.42997,8,0,6,0,1,0,0.84411,0,0,n,y,y,y,y,y,y,y,y,n,y
fir_glo_1.1Ado_d195_m63,firm ESG reporting,global,1.1,Adoption over time,"Sustainability reporting by world's 250 largest companies by revenue (all standards, GRI, SASB, etc.)",% of companies,m13,0.26388,0.0034447,0.026831,2001.9,16.653,0.9715,1554.8,1.5751e+05,-53.17,0.97945,0.96918,0.031167,0.026025,-13.268,-17.345,0.8213,0.792,0.80341,0.74724,0.096406,0.083465,10,10,0.98816,0.36027,0.62789,24,1,9,0,0,0,0.91533,1,1,y,y,y,y,y,y,y,y,y,y,y
fir_glo_1.1Ado_d212_m16,firm ESG reporting,global,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,0.41225,0.17582,281.79,2010.9,10.66,4910.3,6.8681e-06,1899.9,-5.6411e+05,0.99478,0.99366,110.77,64.357,0.94854,0.94168,347.69,306.86,0.90984,0.89782,460.21,397.87,18,18,0.89852,0.0022402,0.89628,18,1,17,0,0,1,0.87899,0,0,y,y,y,y,y,y,y,y,y,y,y
fir_glo_3.3Leg_d235_m20,firm ESG reporting,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,m13,0.4276,0.36336,5.5069,2026.3,10.277,3385.6,9.6531e-06,1973.4,-10939,0.99389,0.99353,12.871,7.4911,0.99328,0.99302,13.496,7.4888,0.28193,0.25431,139.52,85.548,55,37,0.26702,0.00029537,0.26672,44,0,43,0,0,1,0.71084,0,0,y,y,y,y,y,y,y,y,m,y,m
fir_glo_4.1Kso_d213_m100,firm ESG reporting,Global,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m13,2.5409,0.087651,4.6841,2010,1.7295,68.08,0.20328,1953.1,-9386,0.8087,0.77494,14.036,9.9967,0.70368,0.67075,17.469,15.15,0.78122,0.75691,15.01,12.291,21,16,1.4689,0.29344,1.1754,17,1,16,0,0,1,0.90415,0,1,y,y,y,y,y,y,y,y,y,y,y
fir_glo_4.2Kme_d103_m98,firm ESG reporting,global,4.2,Knowledge flows,"Frequency of the word ""GRI"" in a corpus (books, internet)",Frequency index to max=1,m13,-0.3441,-0.002909,-0.041241,2004.3,-12.771,1.1094,-1543.8,-1.527e+05,83.241,0.97137,0.96746,0.058392,0.048674,-1.129,-1.3141,0.5035,0.36666,0.80343,0.78634,0.15299,0.13686,26,26,0.90136,0.062207,0.83915,26,23,7,0,1,0,0.92647,1,1,y,y,y,y,y,y,y,y,y,y,y
fir_lam_1.1Ado_d212_m16,firm ESG reporting,LatinAmericaCarib,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,0.50711,0.19578,57.404,2011.1,8.6657,758.76,0.00012778,1936,-1.1505e+05,0.97079,0.96282,44.328,33.603,0.90923,0.8941,78.14,71.529,0.91445,0.90019,75.857,60.382,15,15,0.99109,0.0065897,0.9845,15,1,14,0,0,1,0.86461,0,0,y,y,y,y,y,y,y,y,y,y,y
fir_nam_1.1Ado_d212_m16,firm ESG reporting,North America,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,0.32091,0.32089,56.752,2053.5,13.694,1.9867e+08,1.8255e-06,1952.7,-1.1369e+05,0.81114,0.76756,155.24,96.139,0.81114,0.78416,155.24,96.139,0.60579,0.54947,224.28,144.51,17,17,7.6408e-06,2.5167e-08,7.6157e-06,17,0,16,0,0,1,0.48871,0,0,y,y,y,y,y,y,m,m,y,m,m
fir_oce_1.1Ado_d212_m16,firm ESG reporting,Oceania,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,0.98282,0.14987,15.769,2009.6,4.4713,159.33,0.013574,1952.3,-31609,0.94495,0.9266,15.013,11.487,0.73485,0.68182,32.947,28.093,0.85037,0.82044,24.75,19.621,13,13,1.0168,0.031382,0.9854,13,5,12,1,0,1,0.89396,0,0,y,y,y,y,y,y,y,y,y,y,y
foo_glo_1.1Ado_d106_m136,food waste reduction,Global,1.1,Adoption over time,"Global edible food waste per capita, total",kg/capita,m3,0.059404,0.059402,5.2424,2198,73.976,4.5673e+06,0.16291,1909.3,-10474,0.79884,0.64798,10.484,8.6769,0.79884,0.71838,10.484,8.6768,0.74183,0.63856,11.878,10.233,8,8,2.8901e-05,1.5042e-05,1.386e-05,13,0,2,0,1,0,0.79469,0,0,y,y,y,y,y,y,y,m,y,m,y
foo_glo_3.3Leg_d235_m20,food waste reduction,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,m3,0.29888,0.14324,46.62,2018.9,14.703,4657.4,0.00011284,1902.3,-92540,0.98472,0.98382,125.45,81.827,0.96497,0.96362,189.92,90.727,0.53188,0.51388,694.29,549.17,55,55,0.80774,0.00021471,0.80753,55,2,54,0,0,1,0.91207,0,0,y,y,y,y,y,y,y,y,y,y,y
foo_glo_4.1Kso_d213_m100,food waste reduction,Global,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m3,0.2805,0.14295,5.2934,2018.9,15.667,125.05,0.10192,1975,-10624,0.98617,0.98372,3.9339,2.8166,0.9555,0.95056,7.0553,5.944,0.91846,0.9094,9.5505,7.7633,21,20,0.79965,0.0058726,0.79378,21,2,19,0,0,1,0.89369,0,1,y,y,y,y,y,y,y,y,y,y,y
foo_usa_1.1Ado_d101_m135,food waste reduction,US,1.1,Adoption over time,Food waste generated in the US,kg per capita,m3,-0.0025975,-0.0025644,-0.39307,364.15,-1691.8,11976,275.51,1808.5,954.21,0.0045505,-0.42207,21.891,16.433,0.0045539,-0.24431,21.891,16.433,0.0043233,-0.2446,21.894,16.421,11,11,0.016592,0.0091359,0.0074559,14,10,9,0,1,0,0.87405,0,0,n,y,y,y,y,y,y,m,m,n,m
foo_usa_4.1Kso_d213_m100,food waste reduction,US,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m3,0.19165,0.13909,4.673,2023.6,22.93,183.77,0.14097,1976.7,-9377,0.95333,0.9451,6.4203,4.5703,0.94746,0.94162,6.8123,5.4841,0.90653,0.89614,9.0863,6.96,21,20,0.54416,0.0056265,0.53853,21,0,18,0,0,1,0.86375,0,1,y,y,y,y,y,y,y,y,y,y,y
low_ger_1.1Ado_d169_m142,low-carbon long distance travel,Germany,1.1,Adoption over Time,Passengers carried in railways,million passenger-km,b4,0.050692,0.011034,906.21,1982.6,86.69,1.0493e+05,55.652,1347.7,-1.7382e+06,0.45066,0.37576,7568.6,4304.4,0.43735,0.38842,7659.8,4026,0.44299,0.39455,7621.3,4088.5,26,26,0.97234,0.56059,0.41175,26,1,0,0,0,0,0.96981,0,0,m,y,y,y,y,y,y,y,y,m,y
low_ger_4.1Kso_d213_m100,low-carbon long distance travel,Germany,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,b4,0.0090896,-0.072543,-0.77922,-437.38,483.46,4.7619,-1519.5,-1.5515e+05,1574.1,-1.1471e-12,-0.17647,21.296,9.0703,-0.05,-0.16667,21.822,4.7619,0.049091,-0.056566,20.767,9.3342,21,1,21,21,0,1,0,0,0,0,,,0,1,n,n,m,m,m,m,m,m,m,n,n
low_ger_4.5Inf_d232_m120,low-carbon long distance travel,Germany,4.5,Physical Infrastructure dependence,rail infrastructure,Total route-km,b4,-0.0074787,-0.007478,-262.09,770.47,-587.59,3.716e+08,65368,1926.5,5.619e+05,0.84081,0.80897,1052.5,846.06,0.84081,0.82091,1052.5,846.06,0.82777,0.80624,1094.7,870.48,19,19,0.00011227,8.9699e-05,2.2567e-05,27,18,6,0,1,0,0.94058,0,0,y,y,y,y,y,y,y,m,y,m,y
mic_ban_1.1Ado_d107_m122,microfinance,Bangladesh,1.1,Adoption over time,Gross lender loan portfolio,USD,m10,0.062276,,3.4508e+08,2020.2,70.564,7.6014e+09,,,-6.9056e+11,0.43625,0.33055,1.6051e+09,1.2039e+09,,,,,0.86634,0.85062,7.8156e+08,5.7358e+08,20,20,1,0.021562,0.97844,20,2,18,1,0,1,0.9402,0,0,m,y,y,y,y,y,y,y,y,m,y
mic_ban_1.1Ado_d132_m111,microfinance,Bangladesh,1.1,Adoption over time,Number of active borrowers,No.,m10,0.72066,0.029125,6.2647e+05,2002.6,6.0978,2.0684e+07,3.7703,1483.1,-1.2415e+09,0.70161,0.64566,3.5448e+06,2.4469e+06,0.25099,0.16287,5.6161e+06,4.6396e+06,0.30989,0.2287,5.3908e+06,4.2558e+06,20,20,1.3108,0.14903,1.1618,20,2,18,1,0,1,0.964,0,0,y,y,y,y,y,y,y,y,y,y,y
mic_ban_2.1Lea_d154_m28,microfinance,Bangladesh,2.1,Learning,Operating expense / loan portfolio,%,m10,-0.14796,-0.046804,-0.9463,2012.8,-29.699,31.278,33.675,1996.5,1920.5,0.18682,0.034348,11.664,6.446,0.16832,0.070479,11.796,6.125,0.17795,0.081242,11.728,6.2689,20,20,2.2606,0.38105,1.8796,20,16,0,1,0,1,0.73408,0,1,n,y,y,y,y,y,y,y,m,n,m
mic_ban_2.7Gra_d54_m28,microfinance,Bangladesh,2.7,Granularity (Unit Size),Average loan balance per borrower / GNI per capita,%,m10,-0.00067725,-0.00065867,-0.013323,-2604.2,-6488.7,554.99,28.538,1706.1,50.142,0.00012021,-0.19986,7.1299,6.2076,0.00012106,-0.12486,7.1299,6.2079,0.00010474,-0.12488,7.13,6.2084,19,19,0.065707,0.022641,0.043066,19,16,18,1,0,1,0.90149,0,1,n,y,y,y,y,y,y,m,m,n,m
mic_ban_3.2Adc_d68_m28,microfinance,Bangladesh,3.2,Adopter Characteristics,Clients below poverty line,%,m10,0.07621,0.065657,963.61,2044.3,57.662,88070,0.013312,1811.5,-1.9325e+06,0.01019,-0.36099,24687,13775,0.0096756,-0.2104,24693,13766,0.017971,-0.20026,24590,13473,12,12,1.0215,0.00015329,1.0214,12,4,0,1,0,1,0.018315,0,0,n,y,y,m,m,m,m,y,m,n,m
mic_ban_3.2Adc_d97_m28,microfinance,Bangladesh,3.2,Adopter characteristics,Female borrowers,%,m10,0.60373,0.0022069,0.20528,1996.9,7.2788,92.033,30.925,1522.6,-321.94,0.534,0.44662,2.8784,2.1874,0.076736,-0.031883,4.0516,3.1103,0.078808,-0.029567,4.0471,3.1075,20,20,1.0335,0.85317,0.18035,20,12,18,1,0,0,0.95514,0,1,m,y,y,y,y,y,y,m,m,m,m
mic_ban_4.1Kso_d213_m100,microfinance,Bangladesh,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m10,-0.02702,-0.027007,-0.40779,1719.1,-162.64,52417,28.576,1997.2,839.72,0.017276,-0.15615,20.562,12.637,0.017277,-0.091914,20.562,12.637,0.014172,-0.095364,20.595,12.635,21,17,0.0019078,0.00022893,0.0016788,20,19,9,0,1,1,0.31113,0,1,n,y,y,y,y,y,m,m,m,n,m
mic_glo_3.3Leg_d235_m20,microfinance,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,m10,0.26566,0.10864,82.995,2014.7,16.542,5561.9,0.0030976,1890.4,-1.6474e+05,0.99121,0.9907,154.95,93.435,0.94981,0.94787,370.38,291.48,0.63512,0.62109,998.62,836.32,55,39,0.96927,0.00017979,0.96909,46,0,45,0,0,1,0.92392,0,0,y,y,y,y,y,y,y,y,y,y,y
mic_glo_3.5Mar_d126_m8,microfinance,Global,3.5,Market Formation,NewStartups,# companies,m10,0.22596,0.017573,0.18748,1991.7,19.448,10.564,9.3223,2013.7,-367.63,0.36966,0.32354,4.3118,3.1175,0.14743,0.10683,5.0146,4.1,0.20101,0.16296,4.8544,3.7169,45,44,1.7985,0.094658,1.7038,44,17,42,1,0,1,0.88234,0,1,m,y,y,y,m,m,y,y,m,m,m
mic_glo_3.5Mar_d171_m11,microfinance,Global,3.5,Market Formation,PrivateEquityDeals,# deals,m10,0.47424,0.067819,0.59578,2008.3,9.2663,20.53,10.543,2011.1,-1185.4,0.85301,0.84226,3.6562,2.0178,0.63236,0.61486,5.7823,4.4453,0.6583,0.64203,5.5746,4.5517,45,24,1.4126,0.04871,1.3639,36,7,35,1,0,1,0.95796,0,1,y,y,y,y,y,y,y,y,y,y,y
mic_glo_3.5Mar_d175_m27,microfinance,Global,3.5,Market Formation,PrivateEquityInvestment,$ million,m10,0.4867,0.099826,7.2327,2015,9.029,334.88,0.08867,1940.5,-14403,0.54293,0.50948,103.27,42.171,0.46943,0.44417,111.26,57.983,0.37815,0.34854,120.46,78.694,45,20,2.4593,0.0085105,2.4508,21,3,20,1,0,1,0.6676,0,0,m,y,y,m,y,m,m,y,y,m,m
