Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae
eco_chi_3.2Adc_d82_m70,E-commerce,China,3.2,Adopter characteristics,Distribution of newly added e-commerce users by generation (Gen X),% of new online shoppers,m4,-41.133,-0.033378,-0.775,2021,-0.10683,23.2,34.509,2005,1586.4,0.74202,1.516,1.3064,1.067,0.22551,-inf,2.2636,2.1333,0.24211,-inf,2.2392,2.1111
eco_chi_3.2Adc_d83_m70,E-commerce,China,3.2,Adopter characteristics,Distribution of newly added e-commerce users by generation (Gen Y),% of new online shoppers,m4,,-0.16402,-5.1,,,,57.166,2015.2,10329,,,,,0.99938,-inf,0.20833,0.19464,0.98607,-inf,0.98995,0.93333
eco_chi_3.2Adc_d84_m70,E-commerce,China,3.2,Adopter characteristics,Distribution of newly added e-commerce users by generation (Gen Z),% of new online shoppers,m4,0.16047,0.14153,6.1,2031.8,27.385,374.94,0.068708,1973.6,-12272,1,1,4.5299e-13,4.4409e-13,0.9999,-inf,0.10148,0.095032,0.99499,-inf,0.70711,0.66667
eco_chi_4.5Inf_d174_m65,E-commerce,China,4.5,Infrastructure dependence,Proportion of households with Internet access either via a fixed or mobile network,% of households,m4,0.21881,0.10972,4.2281,2014.7,20.083,100.76,0.23421,1966.8,-8467.3,0.99551,0.99467,1.654,1.3177,0.9656,0.96156,4.5786,4.0099,0.97526,0.97235,3.8828,3.085
eco_ger_1.1Ado_d114_m73,E-commerce,Germany,1.1,Adoption over time,Internet sales as a percentage of total retail (B2C) sales (ratio) (%),% of total retail,m4,,,-2.5,,,,,,5066.8,,,,,,,,,1,1,1.8119e-13,1.8119e-13
eco_ger_1.1Ado_d124_m105,E-commerce,Germany,1.1,Adoption over time,"Monetary value of e-commerce sales (all activities - B2B, B2C, B2G)",Million euro,m4,0.014362,0.014334,13576,2470.4,305.99,6.4949e+08,84.718,1365.4,-2.6417e+07,0.040539,-0.91892,1.3625e+05,1.1614e+05,0.040543,-0.43919,1.3625e+05,1.1614e+05,0.038105,-0.44284,1.3642e+05,1.1647e+05
eco_ger_1.1Ado_d47_m92,E-commerce,Germany,1.1,Adoption over time,Annual Internet retail (B2C) sales value,Billion Euros,m4,0.19923,0.12245,3.7436,2019.2,22.057,131.04,0.24705,1974.2,-7497.1,0.98936,0.98784,2.9038,2.1422,0.97257,0.97007,4.6619,3.838,0.91994,0.91267,7.9636,6.9594
eco_ger_1.1Ado_d95_m74,E-commerce,Germany,1.1,Adoption over time,"Enterprises' total turnover from e-commerce sales (all activities - B2B, B2C, B2G)",% of turnover,m4,35.892,0.021728,0.36788,2014,0.12243,17.044,5.4802,1967.6,-725.95,0.29682,-0.054768,2.006,1.5667,0.19136,-0.03968,2.1512,1.8122,0.1951,-0.034877,2.1462,1.8056
eco_ger_2.3Rel_d180_m67,E-commerce,Germany,2.3,Relative (dis)advantage,Share of Internet users not buying online due to payment security concerns,% of internet users,m4,-1.0267,-0.062711,-2.0189,2019.9,-4.2803,33.091,54.909,2003.8,4096.4,0.94183,0.76731,2.374,2.0582,0.62465,0.2493,6.0302,5.2173,0.71354,0.42708,5.268,4.7741
eco_ger_2.4Eas_d160_m59,E-commerce,Germany,2.4,Ease of Use,Owns a credit card,% of age 15+,m4,0.2781,0.041075,2.0569,2009.4,15.802,58.842,1.2801,1928,-4098.5,0.9999,-inf,0.07868,0.07085,0.89709,0.69127,2.5287,2.4733,0.932,0.796,2.0555,2.0442
eco_ger_2.4Eas_d161_m59,E-commerce,Germany,2.4,Ease of Use,Owns a debit card,% of age 15+,m4,0.13427,0.0055536,0.50795,1992.1,32.729,95.426,19.162,1734.9,-932.73,0.75917,-inf,1.067,0.9434,0.74585,0.23756,1.0961,0.94178,0.74707,0.2412,1.0935,0.9411
eco_ger_2.4Eas_d45_m59,E-commerce,Germany,2.4,Ease of Use,Account in financial institution,% of age 15+,m4,,0.0018205,0.18032,,,,39.603,1512.5,-264.48,,,,,0.99215,0.97644,0.059358,0.051822,0.99205,0.97614,0.059727,0.051941
eco_ger_2.5Var_d183_m61,E-commerce,Germany,2.5,Variety (Choice Availability),Share of businesses receiving orders through the Internet,% of business,m4,-0.23054,-0.011197,-0.22501,2028.3,-19.062,20.657,30.384,1975.1,472.85,0.17674,-0.13198,1.9629,1.6161,0.12407,-0.070581,2.0247,1.5769,0.12891,-0.06466,2.0191,1.5791
eco_ger_2.5Var_d189_m72,E-commerce,Germany,2.5,Variety (Choice Availability),Small firms selling online,% of small firms (10-49 employees),m4,2.2758,-0.00111,-0.0255,2007.6,1.9309,21.677,28.506,1747.9,72.572,0.25154,0.026996,2.5578,2.1321,0.0011157,-0.1805,2.9549,2.4548,0.0012088,-0.18039,2.9547,2.4515
eco_ger_2.5Var_d65_m61,E-commerce,Germany,2.5,Variety (Choice Availability),Businesses with a web presence,% of business,m4,0.14601,0.012989,1.093,1996.5,30.096,91.901,5.9646,1810.6,-2117.4,0.97131,0.96469,0.95071,0.7226,0.89567,0.88077,1.8129,1.5701,0.91005,0.8972,1.6834,1.4653
eco_ger_3.2Adc_d15_m60,E-commerce,Germany,3.2,Adopter characteristics,% of individuals who made purchases online (age 25-34),% of age group,m4,0.68517,0.0020388,0.18921,2006.3,6.4137,91.672,34.56,1543.4,-290.86,0.35454,0.1609,2.4994,2.0046,0.058734,-0.11241,3.0182,2.5823,0.06011,-0.11078,3.016,2.5801
eco_ger_3.2Adc_d16_m60,E-commerce,Germany,3.2,Adopter characteristics,% of individuals who made purchases online (age 35-44),% of age group,m4,0.4151,0.0083964,0.75048,2005.8,10.586,89.806,9.9261,1758.3,-1426.5,0.79098,0.72828,2.0023,1.4539,0.46353,0.366,3.2079,2.7462,0.47714,0.38208,3.1669,2.708
eco_ger_3.2Adc_d17_m60,E-commerce,Germany,3.2,Adopter characteristics,% of individuals who made purchases online (age 45-54),% of age group,m4,0.28683,0.019667,1.5559,2006.6,15.321,83.802,3.1617,1854.7,-3061.1,0.90621,0.87807,2.2085,1.5716,0.73031,0.68128,3.745,3.3669,0.75646,0.71218,3.5588,3.1829
eco_ger_3.2Adc_d18_m60,E-commerce,Germany,3.2,Adopter characteristics,% of individuals who made purchases online (age 55-64),% of age group,m4,0.21945,0.038592,2.4138,2009.3,20.025,75.829,1.145,1914.1,-4807.1,0.97228,0.96396,1.6844,1.0925,0.89158,0.87187,3.3311,2.876,0.92504,0.91141,2.7698,2.32
eco_ger_3.2Adc_d19_m60,E-commerce,Germany,3.2,Adopter characteristics,% of individuals who made purchases online (age 65-74),% of age group,m4,0.22266,0.060904,2.5526,2012.5,19.736,59.039,0.7607,1951.9,-5107.3,0.98561,0.98129,1.2573,1.0033,0.92298,0.90898,2.9083,2.6404,0.96416,0.95764,1.9839,1.7648
eco_ger_3.2Adc_d20_m63,E-commerce,Germany,3.2,Adopter characteristics,% of individuals who made purchases online (high formal education),% of education group,m4,,-0.023478,-1.917,,,,140.38,1998.9,3957.9,,,,,0.74246,0.22739,1.2701,1.2497,0.73341,0.20023,1.2922,1.2725
eco_ger_3.2Adc_d21_m63,E-commerce,Germany,3.2,Adopter characteristics,% of individuals who made purchases online (medium formal education),% of education group,m4,-0.036539,-0.036533,-2.478,1785.5,-120.27,3.8763e+05,119.99,2006.6,5079.1,0.57564,-inf,2.4126,2.4085,0.57564,-0.27308,2.4126,2.4085,0.55958,-0.32125,2.4579,2.455
eco_ger_3.2Adc_d22_m63,E-commerce,Germany,3.2,Adopter characteristics,% of individuals who made purchases online (no or low formal education),% of education group,m4,,-0.072438,-3.584,,,,88.461,2013.7,7295.7,,,,,0.90175,0.70524,1.3375,1.3275,0.8819,0.6457,1.4664,1.46
eco_ger_3.2Adc_d23_m60,E-commerce,Germany,3.2,Adopter characteristics,% of individuals who made purchases online by (age 16-24),% of age group,m4,0.26987,0.012222,0.98222,2004.3,16.284,83.39,6.3607,1810.8,-1902,0.86422,0.82349,1.7187,1.5181,0.70529,0.6517,2.5322,2.2542,0.72056,0.66976,2.4657,2.2014
eco_ger_3.2Adc_d29_m60,E-commerce,Germany,3.2,Adopter characteristics,% of individuals who made purchases online by age (75 or more),% of age group,m4,20.795,0.03681,0.34,2009.9,0.21132,9.325,9.3504,2011.8,-674.67,0.97125,1.0575,0.061237,0.05,0.58039,-inf,0.23394,0.22053,0.5909,-inf,0.23099,0.21778
eco_ger_4.3Com_d113_m66,E-commerce,Germany,4.3,Compatibility,Individuals using the Internet to purchase goods or services,% of individuals,m4,0.19373,0.025207,1.6665,2002.1,22.684,75.319,2.5178,1885.8,-3291.6,0.95196,0.94295,2.5632,2.1822,0.79427,0.77007,5.3041,4.142,0.84282,0.82433,4.6362,3.7257
eco_ger_4.3Com_d116_m67,E-commerce,Germany,4.3,Compatibility,Internet users buying online,% of internet users,m4,0.1785,0.015493,1.2271,1999.6,24.618,85.951,4.6994,1833.1,-2393.6,0.95262,0.94246,1.4992,1.254,0.83163,0.80918,2.8261,2.2674,0.85439,0.83497,2.6282,2.0634
eco_ger_4.5Inf_d174_m65,E-commerce,Germany,4.5,Infrastructure dependence,Proportion of households with Internet access either via a fixed or mobile network,% of households,m4,0.29484,0.029199,2.4379,2002.3,14.904,91.058,1.6702,1881.5,-4828.2,0.98833,0.98658,2.0421,1.5483,0.72293,0.69655,9.9505,7.678,0.79691,0.77757,8.5192,6.9493
eco_sou_1.1Ado_d115_m29,E-commerce,South Korea,1.1,Adoption over time,Internet sales as a percentage of total retail sales (ratio) (%),%,m4,0.22238,0.11254,1.0115,2018.1,19.761,19.719,8.8573,2017.6,-2031.5,0.9714,0.95914,0.54939,0.44474,0.953,0.94125,0.7042,0.60513,0.96971,0.96214,0.5653,0.44398
eco_sou_1.1Ado_d49_m118,E-commerce,South Korea,1.1,Adoption over time,Annual e-commerce sales value,Trillion Korean Won,m4,0.26654,0.16947,16.52,2021.3,16.487,380.81,0.0033428,1956.9,-33211,0.99558,0.99425,4.5796,3.6886,0.98354,0.98055,8.8336,7.7197,0.9354,0.92366,17.5,15.313
eco_sou_2.4Eas_d160_m59,E-commerce,South Korea,2.4,Ease of Use,Owns a credit card,% of age 15+,m4,,0.021823,1.3298,,,,3.5193,1885.1,-2619.4,,,,,0.90508,0.71525,1.6011,1.3181,0.89617,0.6885,1.6747,1.3952
eco_sou_2.4Eas_d161_m59,E-commerce,South Korea,2.4,Ease of Use,Owns a debit card,% of age 15+,m4,0.12289,0.036077,2.6164,2009.1,35.758,103.44,1.0076,1898.1,-5203.1,0.99982,-inf,0.12925,0.11466,0.9835,0.95049,1.247,1.1928,0.99443,0.98329,0.7244,0.68411
eco_sou_2.4Eas_d45_m59,E-commerce,South Korea,2.4,Ease of Use,Account in financial institution,% of age 15+,m4,,0.0056664,0.53813,,,,15.841,1699.2,-989.5,,,,,0.91074,0.73221,0.62469,0.51921,0.90664,0.71991,0.63888,0.52758
eco_sou_2.5Var_d183_m61,E-commerce,South Korea,2.5,Variety (Choice Availability),Share of businesses receiving orders through the Internet,% of business,m4,-26.126,-0.23794,-3.1787,2014,-0.16821,14.261,21.131,2010.6,6410.6,0.9899,1.0202,0.32138,0.26241,0.59039,-inf,2.0471,1.9209,0.65838,-inf,1.8695,1.7626
eco_sou_2.5Var_d189_m72,E-commerce,South Korea,2.5,Variety (Choice Availability),Small firms selling online,% of small firms (10-49 employees),m4,0.076659,0.076657,0.83319,2154.9,57.325,5.768e+05,5.4745,2004,-1665.5,0.75067,0.69313,2.4338,1.9715,0.75067,0.71505,2.4338,1.9714,0.70132,0.65865,2.6638,2.2093
eco_sou_2.5Var_d65_m61,E-commerce,South Korea,2.5,Variety (Choice Availability),Businesses with a web presence,% of business,m4,0.012476,0.012474,0.75463,2718.6,352.24,4.0854e+05,6.9194,1838,-1457.6,0.79026,0.74186,1.9201,1.6679,0.79026,0.7603,1.92,1.6679,0.77757,0.74579,1.9773,1.7277
eco_sou_4.3Com_d113_m66,E-commerce,South Korea,4.3,Compatibility,Individuals using the Internet to purchase goods or services,% of individuals,m4,0.03217,0.032169,1.7175,2330.7,136.6,1.4447e+06,1.4086,1900.4,-3403.8,0.62297,0.52014,6.3036,5.2951,0.62297,0.56013,6.3036,5.2949,0.5742,0.50323,6.699,5.6715
eco_sou_4.3Com_d116_m67,E-commerce,South Korea,4.3,Compatibility,Internet users buying online,% of Internet users,m4,0.017351,0.017349,1.0012,2536.8,253.27,5.2938e+05,4.8153,1867.8,-1955.5,0.5575,0.45539,4.4532,3.7372,0.55751,0.49429,4.4532,3.7372,0.53684,0.47068,4.5559,3.733
eco_sou_4.5Inf_d174_m65,E-commerce,South Korea,4.5,Infrastructure dependence,Proportion of households with Internet access either via a fixed or mobile network,% of households,m4,0.44959,0.01466,1.4375,1999.9,9.7743,98.972,6.1985,1828,-2799.7,0.992,0.9908,1.1574,0.99725,0.55321,0.51066,8.6504,6.7163,0.59118,0.55225,8.2746,6.4967
eco_uki_1.1Ado_d114_m73,E-commerce,UK,1.1,Adoption over time,Internet sales as a percentage of total retail (B2C) sales (ratio) (%),% of total retail,m4,0.19446,0.10981,1.6525,2019,22.598,43.04,1.9938,1997.9,-3314.8,0.94405,0.93114,1.9953,1.4531,0.92371,0.91281,2.3299,1.4138,0.92097,0.90968,2.3714,1.8674
eco_uki_1.1Ado_d124_m105,E-commerce,UK,1.1,Adoption over time,"Monetary value of e-commerce sales (all activities - B2B, B2C, B2G)",Million euro,m4,0.2955,0.086471,59383,2015.6,14.871,9.7493e+05,0.0001028,1757,-1.1918e+08,0.96048,-inf,13494,12117,0.95073,0.8522,15067,12448,0.95661,0.86984,14139,12198
eco_uki_1.1Ado_d47_m107,E-commerce,UK,1.1,Adoption over time,Annual Internet retail (B2C) sales value,Millions of pounds,m4,0.22366,0.13973,1775.4,2020.7,19.648,48688,3.4269e-06,1858.6,-3.5643e+06,0.96424,0.95599,1725.4,1269.2,0.94971,0.94252,2046.3,1304.1,0.90857,0.89551,2759,2408.3
eco_uki_1.1Ado_d95_m74,E-commerce,UK,1.1,Adoption over time,"Enterprises' total turnover from e-commerce sales (all activities - B2B, B2C, B2G)",% of turnover,m4,0.0070329,0.007017,0.13214,2877.2,624.84,8298.4,8.4007,1896.8,-247,0.068934,-0.86213,0.98903,0.90886,0.06894,-0.39659,0.98903,0.90884,0.066482,-0.40028,0.99034,0.9102
eco_uki_2.3Rel_d180_m67,E-commerce,UK,2.3,Relative (dis)advantage,Share of Internet users not buying online due to payment security concerns,% of internet users,m4,0.023254,0.023251,0.58143,2402.8,188.98,2.3236e+05,3.8451,1929.4,-1143.3,0.21409,-inf,4.3578,3.7255,0.2141,-1.3577,4.3578,3.7255,0.19587,-1.4124,4.408,3.7414
eco_uki_2.4Eas_d160_m59,E-commerce,UK,2.4,Ease of Use,Owns a credit card,% of age 15+,m4,0.74493,0.015806,1.0032,2009.1,5.8991,63.647,5.2221,1861.2,-1961.9,0.94331,-inf,1.2328,0.96167,0.48942,-0.53175,3.6999,3.6707,0.51373,-0.4588,3.6107,3.5983
eco_uki_2.4Eas_d161_m59,E-commerce,UK,2.4,Ease of Use,Owns a debit card,% of age 15+,m4,6.7004,0.0060025,0.56301,2010.6,0.65584,94.427,11.619,1669.8,-1042.2,0.71952,-inf,1.851,1.4883,0.35171,-0.94486,2.8141,2.3233,0.35518,-0.93447,2.8066,2.3201
eco_uki_2.4Eas_d45_m59,E-commerce,UK,2.4,Ease of Use,Account in financial institution,% of age 15+,m4,0.0017747,0.0017521,0.17123,4465.6,2476.1,7679.3,36.426,1450.5,-247.1,0.22252,-inf,1.1865,0.97908,0.22254,-1.3324,1.1865,0.97906,0.22165,-1.335,1.1871,0.98034
eco_uki_2.5Var_d189_m72,E-commerce,UK,2.5,Variety (Choice Availability),Small firms selling online,% of small firms (10-49 employees),m4,0.046133,0.046129,0.88295,2215.8,95.256,2.1656e+05,2.1843,1966.4,-1758.4,0.82247,0.7559,1.4251,1.1643,0.82247,0.78302,1.4251,1.1643,0.81211,0.77036,1.4661,1.1694
eco_uki_2.5Var_d64_m61,E-commerce,UK,2.5,Variety (Choice Availability),Businesses receiving orders through the Internet,% of business,m4,0.29498,0.027723,0.56068,2007.3,14.897,21.851,3.7365,1956.2,-1110.6,0.55426,0.36323,1.7918,1.346,0.459,0.32376,1.974,1.4838,0.47975,0.34969,1.9358,1.4591
eco_uki_2.5Var_d65_m61,E-commerce,UK,2.5,Variety (Choice Availability),Businesses with a web presence,% of business,m4,0.30094,0.0087786,0.71583,2001.9,14.603,83.669,11.036,1787.8,-1361.3,0.86664,0.81664,1.0393,0.89004,0.74655,0.69023,1.4327,1.214,0.75394,0.69925,1.4117,1.2024
eco_uki_3.2Adc_d23_m60,E-commerce,UK,3.2,Adopter characteristics,% of individuals who made purchases online by (age 16-24),% of age group,m4,0.061781,0.023371,2.0833,2008,71.129,143.62,2.2441,1858.6,-4111,0.88002,0.80803,1.9865,1.7463,0.87835,0.8378,2.0002,1.8163,0.87979,0.83971,1.9884,1.7593
eco_uki_3.2Adc_d24_m60,E-commerce,UK,3.2,Adopter characteristics,% of individuals who made purchases online by (age 25-34),% of age group,m4,,0.013861,1.2667,,,,5.216,1808.7,-2461.3,,,,,0.67546,0.56727,2.2788,1.7477,0.66852,0.55802,2.303,1.763
eco_uki_3.2Adc_d25_m60,E-commerce,UK,3.2,Adopter characteristics,% of individuals who made purchases online by (age 35-44),% of age group,m4,,0.015218,1.35,,,,5.6754,1835.3,-2632.7,,,,,0.83707,0.78276,1.5393,1.3872,0.83544,0.78059,1.547,1.4037
eco_uki_3.2Adc_d26_m60,E-commerce,UK,3.2,Adopter characteristics,% of individuals who made purchases online by (age 45-54),% of age group,m4,0.026657,0.026633,2.2,2278.7,164.85,90841,1.842,1873.2,-4352.4,0.80022,0.68036,2.8408,2.225,0.80022,0.73363,2.8408,2.2249,0.79878,0.7317,2.851,2.242
eco_uki_3.2Adc_d27_m60,E-commerce,UK,3.2,Adopter characteristics,% of individuals who made purchases online by (age 55-64),% of age group,m4,0.32865,0.025465,1.85,2008,13.371,78.537,2.1973,1879.2,-3657.9,0.79849,0.67759,2.4768,1.9824,0.73922,0.65229,2.8177,2.2044,0.74945,0.66594,2.7618,2.163
eco_uki_3.2Adc_d28_m60,E-commerce,UK,3.2,Adopter characteristics,% of individuals who made purchases online by (age 65+),% of age group,m4,0.077094,0.077093,3.4,2158.1,57.001,2.5403e+06,0.3689,1953.9,-6809.1,0.9264,0.88223,2.5062,2.1199,0.9264,0.90186,2.5062,2.1199,0.90313,0.87083,2.8752,2.163
eco_uki_4.3Com_d113_m66,E-commerce,UK,4.3,Compatibility,Individuals using the Internet to purchase goods or services,% of individuals,m4,0.18899,0.039349,2.8131,2003.6,23.252,89.339,0.98537,1903.8,-5588.7,0.95466,0.94332,3.1321,2.3597,0.84128,0.81687,5.8599,4.7956,0.89941,0.88393,4.6651,3.6879
eco_uki_4.3Com_d116_m67,E-commerce,UK,4.3,Compatibility,Internet users buying online,% of Internet users,m4,0.21246,0.020571,1.7081,2001.3,20.684,91.421,3.0943,1854,-3356.6,0.97667,0.97083,1.2705,1.0339,0.8737,0.85427,2.9558,2.5983,0.89633,0.88038,2.6779,2.3643
eco_uki_4.5Inf_d174_m65,E-commerce,UK,4.5,Infrastructure dependence,Proportion of households with Internet access either via a fixed or mobile network,% of households,m4,0.20246,0.034423,2.7694,2002.4,21.705,96.94,1.2465,1892.2,-5493,0.98193,0.97875,2.4995,1.9453,0.83972,0.82191,7.4449,5.9748,0.90168,0.89075,5.8311,4.7216
eco_usa_1.1Ado_d115_m73,E-commerce,United States,1.1,Adoption over time,Internet sales as a percentage of total retail sales (ratio) (%),% of total retail,m4,0.13227,0.10382,0.6277,2026.3,33.224,40.748,12.562,2020.3,-1256.2,0.9826,0.97999,0.59789,0.41124,0.97901,0.97701,0.65659,0.4053,0.91911,0.9114,1.289,1.1167
eco_usa_1.1Ado_d49_m106,E-commerce,United States,1.1,Adoption over time,Annual e-commerce sales value,Millions of US dollars,m4,0.15561,0.15561,35325,2097.1,28.24,1.234e+11,3.1495e-08,1822,-7.0721e+07,0.98915,0.9876,29515,21893,0.98915,0.98816,29515,21893,0.80825,0.79082,1.2408e+05,1.0109e+05
eco_usa_2.4Eas_d160_m59,E-commerce,United States,2.4,Ease of Use,Owns a credit card,% of age 15+,m4,0.0094346,0.0094259,0.59785,2756.9,465.78,69221,9.2231,1811,-1141.5,0.69274,-inf,1.4772,1.231,0.69275,0.078237,1.4772,1.231,0.68891,0.066718,1.4864,1.2237
eco_usa_2.4Eas_d161_m59,E-commerce,United States,2.4,Ease of Use,Owns a debit card,% of age 15+,m4,0.14875,0.014072,1.1083,2000.6,29.543,86.866,5.295,1824.9,-2156.2,0.99746,-inf,0.21061,0.18674,0.95626,0.86879,0.87313,0.83354,0.96448,0.89343,0.78688,0.74957
eco_usa_2.4Eas_d45_m59,E-commerce,United States,2.4,Ease of Use,Account in financial institution,% of age 15+,m4,0.6801,0.0065123,0.60845,2007.1,6.4615,94.204,13.209,1717.1,-1134.1,0.94429,-inf,0.62586,0.49405,0.7141,0.14229,1.4179,1.1257,0.72062,0.16187,1.4016,1.1211
eco_usa_2.5Var_d65_m61,E-commerce,United States,2.5,Variety (Choice Availability),Businesses with a web presence,% of business,m4,,,2.19,,,,,,-4333.4,,,,,,,,,1,1,4.5985e-13,4.5119e-13
eco_usa_4.3Com_d116_m67,E-commerce,United States,4.3,Compatibility,Internet users buying online,% of Internet users,m4,0.77787,0.033579,2.3865,2011.7,5.6494,73.993,1.3384,1899.9,-4744.9,0.95149,0.80596,1.707,1.3018,0.73215,0.4643,4.011,3.3007,0.75858,0.51716,3.808,3.056
eco_usa_4.5Inf_d174_m65,E-commerce,United States,4.5,Infrastructure dependence,Proportion of households with Internet access either via a fixed or mobile network,% of households,m4,0.091288,0.030827,2.2102,2003.8,48.138,110.04,1.5925,1888.3,-4373.4,0.98908,0.98726,1.4765,1.2128,0.96492,0.96123,2.6468,1.8435,0.98459,0.98297,1.7543,1.3311
ego_est_1.1Ado_d34_m29,E-government,Estonia,1.1,Adoption over time,% people who interacted online with public authorities (in the past year),%,s2,0.21301,0.044441,3.1073,2009.5,20.63,88.962,0.67403,1912.7,-6196.6,0.84816,0.81019,6.2292,4.3298,0.76113,0.72438,7.813,6.1672,0.80288,0.77255,7.0975,5.406
ego_est_1.1Ado_d35_m29,E-government,Estonia,1.1,Adoption over time,% people who obtained information from public authorities' web sites (in the past year),%,s2,0.16774,0.042658,2.5069,2008.4,26.198,79.438,0.87019,1916.8,-4993.1,0.79705,0.73616,5.1592,3.8632,0.75566,0.71123,5.6609,4.4522,0.77868,0.73844,5.3876,4.2086
ego_est_1.1Ado_d36_m29,E-government,Estonia,1.1,Adoption over time,% people who submitted completed public authorities' forms online (in the past year),%,s2,0.18197,0.08097,4.3446,2014.5,24.15,105.45,0.15029,1942.8,-8699.5,0.79622,0.73508,8.9312,6.9746,0.77246,0.73109,9.4373,7.6362,0.78361,0.74426,9.2033,7.331
ego_est_2.2Rel_d111_m29,E-government,Estonia,2.2,Relative Advantge (profitability),"ICT service exports (% of service exports, BoP)",%,s2,0.097471,0.09747,0.58208,2144.2,45.085,3.0733e+06,9.171,2013.7,-1160.7,0.95806,0.95259,1.3196,1.1008,0.95806,0.95456,1.3196,1.1007,0.81026,0.79445,2.8068,2.3199
ego_est_2.4Eas_d3_m29,E-government,Estonia,2.4,Ease of Use / Acccessibility,% households who can not afford a computer,%,s2,-0.25917,-0.25917,-1.1049,1955.7,-16.956,8.3885e+06,9.8407,2008.4,2232,0.96333,0.95645,1.5318,1.4301,0.96333,0.95901,1.5318,1.4301,0.63441,0.5914,4.8364,3.727
ego_est_2.5Var_d148_m97,E-government,Estonia,2.5,Variety: Choice Availability,Online Service Index (# services available online /180 total),Index 0-1,s2,0.020772,0.0024161,0.01583,2413.5,211.55,3230.2,1555.2,1.5748e+05,-31.071,0.58184,0.40263,0.085321,0.061063,-34.799,-43.748,0.78943,0.77833,0.56791,0.45988,0.08673,0.061235
ego_est_2.5Var_d85_m97,E-government,Estonia,2.5,Variety: Choice Availability,"E-Participation Index (three components of citizen involvement: e-information, e-consultation and e-decision-making; indexed 0-1)",Index 0-1,s2,0.036333,0.0029311,0.021314,2045.8,120.95,3.3373,1555,1.575e+05,-42.119,0.92991,0.89987,0.036796,0.032431,-30.274,-38.092,0.77725,0.76472,0.92787,0.90984,0.037327,0.032494
ego_est_2.9Int_d4_m29,E-government,Estonia,2.9,Inter-dependence with hardware,% households with a computer,%,s2,0.27188,0.065615,4.4489,2005.6,16.163,91.825,0.21556,1923.6,-8877.2,0.98994,0.98743,2.101,1.7618,0.89122,0.87449,6.9101,5.8158,0.95816,0.95172,4.2855,3.4409
ego_est_4.5Inf_d5_m29,E-government,Estonia,4.5,Physical Infrastructure dependence,% households with broadband internet connection (fixed or mobile),%,s2,0.32041,0.053494,4.0429,2007.3,13.715,91.337,0.46222,1919.8,-8068.1,0.99087,0.98892,2.1143,1.5983,0.81275,0.78778,9.5761,8.0435,0.89834,0.88478,7.056,6.0987
ego_hun_1.1Ado_d34_m29,E-government,Hungary,1.1,Adoption over time,% people who interacted online with public authorities (in the past year),%,s2,0.06119,0.061188,2.9056,2185.1,71.816,1.5052e+06,0.43673,1939.1,-5807.6,0.94091,0.92614,3.3949,2.6913,0.94091,0.93182,3.3949,2.6913,0.91983,0.90749,3.9544,3.4178
ego_hun_1.1Ado_d36_m29,E-government,Hungary,1.1,Adoption over time,% people who submitted completed public authorities' forms online (in the past year),%,s2,0.12635,0.12635,2.9669,2112.4,34.781,5.5568e+06,0.35082,1981.2,-5949.7,0.8684,0.82892,4.9587,3.6691,0.8684,0.84447,4.9587,3.6691,0.76556,0.72293,6.6185,4.6697
ego_hun_2.2Rel_d111_m29,E-government,Hungary,2.2,Relative Advantge (profitability),"ICT service exports (% of service exports, BoP)",%,s2,0.19464,0.049998,0.36465,2004.9,22.577,10.626,11.625,2021.7,-725.96,0.92136,0.91192,0.89939,0.70907,0.82987,0.81678,1.3229,1.0763,0.9049,0.89758,0.98907,0.76181
ego_hun_2.4Eas_d3_m29,E-government,Hungary,2.4,Ease of Use / Acccessibility,% households who can not afford a computer,%,s2,-0.076872,-0.0632,-0.67214,1991.9,-57.165,64.725,13.954,2008.6,1364.1,0.94263,0.93034,0.86622,0.72154,0.9419,0.93415,0.87178,0.74378,0.92968,0.92031,0.95902,0.7571
ego_hun_2.5Var_d148_m97,E-government,Hungary,2.5,Variety: Choice Availability,Online Service Index (# services available online /180 total),Index 0-1,s2,0.017341,0.0019427,0.010647,2553.7,253.41,7841,1555.2,1.5747e+05,-20.765,0.44033,0.20047,0.078013,0.062651,-39.614,-49.768,0.66457,0.65634,0.41129,0.26411,0.080012,0.063972
ego_hun_2.5Var_d85_m97,E-government,Hungary,2.5,Variety: Choice Availability,"E-Participation Index (three components of citizen involvement: e-information, e-consultation and e-decision-making; indexed 0-1)",Index 0-1,s2,0.042184,0.0026356,0.017822,2261.7,104.17,17778,1554.9,1.575e+05,-35.364,0.52276,0.31823,0.11579,0.089516,-8.6696,-11.087,0.52119,0.4935,0.44608,0.3076,0.12474,0.1016
ego_hun_2.9Int_d4_m29,E-government,Hungary,2.9,Inter-dependence with hardware,% households with a computer,%,s2,0.31104,0.073751,4.0008,2004.6,14.128,78.61,0.47308,1945.5,-7981.8,0.99685,0.99629,1.3908,0.92637,0.85538,0.83931,9.4191,8.4988,0.95667,0.95185,5.156,4.5397
